id	title
Xj-I24wP3Pw	"#Shorts / [단독] 대통령 경호처 """"군경 직접 지휘"""" 추진에 국방부·경찰 모두 반대 (2022.11.17/뉴스데스크/MBC)"
0cu6f-s81Xs	#Shorts / 대단한 빈살만‥재계 총수들 모두 빈살만 앞으로 (2022.11.17/뉴스데스크/MBC)
CEkmav81g-Y	#Shorts / [이 시각 세계] '마라도나' 축구공, 31억5천만 원에 낙찰 (2022.11.17/뉴스투데이/MBC)
VxeOSo4OmNM	#Shorts / [와글와글] 세계 최초 '폴더블 아이폰' 나왔다? (2022.11.17/뉴스투데이/MBC)
-XFVR0HcUQI	#Shorts / [이 시각 세계] 파리올림픽 마스코트 인형 중국산 논란 (2022.11.17/뉴스투데이/MBC)
P2san0EuQZY	#Shorts / [이 시각 세계] 영국, 41년 만에 물가상승률 '최고' (2022.11.17/뉴스투데이/MBC)
YNCxmkjuxBk	#Shorts / 욱일기에 경례까지 했는데‥뒤통수 치는 일본 (2022.11.16/뉴스데스크/MBC)
4e9rRm2QMcU	"#Shorts / 트럼프, 다시 대권 도전‥""""민주당이 더 신나"""" 곱지 않은 시선 (2022.11.16/뉴스데스크/MBC)"
oK7f4xke1lU	"#Shorts / 특수본, 이상민 장관 피의자 입건‥""""지휘 의무 확인 중"""" (2022.11.16/뉴스데스크/MBC)"
fcWxJtTozfM	2022년 11월 17일 (목) 오늘의 주요 뉴스 #Shorts
J3Owcl6FSk8	#Shorts / [와글와글] '인권' 질문 미국 기자, 중국 측에 끌려나가 (2022.11.16/뉴스투데이/MBC)
n7oQBMGtcq4	#Shorts / [와글와글] 스티브 잡스가 신던 샌들, 경매서 3억 원에 낙찰 (2022.11.16/뉴스투데이/MBC)
QJf-Av15YJc	"#Shorts / [이 시각 세계] 이번엔 클림트 작품‥""""기후변화 위기"""" 시위 (2022.11.16/뉴스투데이/MBC)"
JvBFV5XUZDY	"#Shorts / 경호처가 군과 경찰 직접 지휘 - """"차지철 꿈꾸나"""" 반발 (2022.11.15/뉴스데스크/MBC)"
nAQzUE7nvyg	"#Shorts / 대한항공 합병에 영국 """"서비스 질 하락 우려""""‥미국 조만간 발표 (2022.11.15/뉴스데스크/MBC)"
tcvPK6bdTK8	#Shorts / 목숨 건 지뢰제거 수당 4천 원‥그나마 1년간 안 줘 (2022.11.15/뉴스데스크/MBC)
CevsUO1rc0w	"#Shorts / 친한 기자 두 명만 따로 전용기 면담 """"취재와 무관한 얘기"""" (2022.11.15/뉴스데스크/MBC)"
syWt-6psPu4	2022년 11월 16일 (수) 오늘의 주요 뉴스 #Shorts
r48jzodB82M	#Shorts / [이 시각 세계] '재산 165조 원' 베이조스, 기부 의사 밝혀 (2022.11.15/뉴스투데이/MBC)
CKpGW0fwe80	"#Shorts / [이 시각 세계] 튀르키예 """"미국이 테러조직 지원"""" (2022.11.15/뉴스투데이/MBC)"
s9SL1nMNGvk	#Shorts / [와글와글] 구급차 비켜줬더니‥목적지가 '카페?' (2022.11.15/뉴스투데이/MBC)
LLzgfIi_6kM	#Shorts / [이 시각 세계] 미국·러시아 튀르키에서 회담, 우크라이나 전쟁 논의 (2022.11.15/뉴스투데이/MBC)
erMwDLYMM6w	#Shorts / [이 시각 세계] 미국 버지니아대 총격‥3명 사망·2명 부상 (2022.11.15/뉴스투데이/MBC)
XuPPkbuYrl0	2022년 11월 15일 (화) 오늘의 주요 뉴스 #Shorts
yBjvbzk6zh4	#Shorts / [이 시각 세계] 중국 화물우주선, 발사 2시간 7분 만에 도킹 (2022.11.14/뉴스투데이/MBC)
Y32Ez703Yck	#Shorts / [이 시각 세계] 가상화폐 거래소 위기 확산 조짐 (2022.11.14/뉴스투데이/MBC)
UwdVF6nRkLM	#Shorts / '국정조사 서명' 확대‥당내 의견 수렴 착수 (2022.11.14/뉴스투데이/MBC)
2hYqzkF9UwI	#Shorts / 서울 아파트 단지서 택시 돌진‥2명 사상 (2022.11.14/뉴스투데이/MBC)
d4s_8XljGO0	"#Shorts / 3년 만에 공식 회담‥""""강제동원 조기해결"""" (2022.11.14/뉴스투데이/MBC)"
5HJZ6Z8MKYY	2022년 11월 14일 (월) 오늘의 주요 뉴스 #Shorts
vKDaLDETphg	2022년 11월 12일 (토) 오늘의 주요 뉴스 #Shorts
z-OHm7MUV4w	#Shorts / [이 시각 세계] 이란 유명배우, 히잡 벗은 사진 공개 (2022.11.11/뉴스투데이/MBC)
l5xwiQcf5uA	#Shorts / [이 시각 세계] 이란, '극초음속 미사일 개발 성공' 주장 (2022.11.11/뉴스투데이/MBC)
ERSpH4T2nGU	#Shorts / [이 시각 세계] '슈마허 페라리' 204억 원에 경매 낙찰 (2022.11.11/뉴스투데이/MBC)
MYYPcxa8yZc	#Shorts / [이 시각 세계] 프랑스 파리 지하철 1일 파업 (2022.11.11/뉴스투데이/MBC)
xeBIm6qo3wc	#Shorts / [이 시각 세계] 머스크, 트위터 직원 재택근무 금지 (2022.11.11/뉴스투데이/MBC)
iFZPCn6t0S4	#Shorts / 차량 훔쳐 시속 200km 도주극‥잡고 보니 10대 청소년들 (2022.11.10/뉴스데스크/MBC)
ywzQM34DwBU	"#Shorts / 출입기자단 """"조속한 철회 요구""""‥외신들도 잇따라 비판 (2022.11.10/뉴스데스크/MBC)"
i0vCrJ9Uj0U	2022년 11월 11일 (금) 오늘의 주요 뉴스 #Shorts
q0udGcDIhKI	#Shorts / [와글와글] 9살 한인 소년, 전범기 발견하고 항의 (2022.11.10/뉴스투데이/MBC)
nSX-ab2XebY	"#Shorts / [이 시각 세계] 이란, """"영국·사우디, 이란 시위 부추겨"""" (2022.11.10/뉴스투데이/MBC)"
616OSBtT4zM	"#Shorts / '웃기고 있네' 파장 확산‥""""잠깐 일탈한 것"""" (2022.11.10/뉴스투데이/MBC)"
zTN6KON1iok	#Shorts / [이 시각 세계] 영국 찰스3세 국왕 '달걀 세례' 봉변 (2022.11.10/뉴스투데이/MBC)
4rRL0OskDUg	#Shorts / [와글와글] 식인상어 등장에 낚시꾼들 '혼비백산' (2022.11.10/뉴스투데이/MBC)
-ViVVN2z1Ag	#Shorts / 대통령실, MBC 취재진 전용기 탑승 불허 통보 (2022.11.10/뉴스투데이/MBC)
ENr8jKB2Ty8	#Shorts / '대책회의' 불참하고 열지도 않고‥모습 감춘 용산구청장 (2022.11.09/뉴스데스크/MBC)
dmt07k6dwrw	[여론조사] 윤 대통령 국정운영, 잘한다 '33.4%'‥못한다 '59.7%' (2022.11.09/뉴스데스크/MBC)
AH0MGRyZr5o	#Shorts / [단독] 중학생들 훔친 차량으로 난폭 운전 '쾅' (2022.11.09/뉴스데스크/MBC)
0Paj8Ikh-GM	#Shorts / [신선한 경제] 주 15시간 미만 '초단시간 근로자' 최대 (2022.11.09/뉴스투데이/MBC)
LaB1mdF_o2w	#Shorts / [와글와글] 기호식품? 재난식품? 관심받는 '커피믹스' (2022.11.09/뉴스투데이/MBC)
AuAj-ZfxwrQ	#Shorts / [와글와글] 소방당국, 화재 원인 '유성'으로 추정 (2022.11.09/뉴스투데이/MBC)
jU_wZFXcV_w	"#Shorts / [이 시각 세계] """"푸틴 승리는 다른 독재자에 잘못된 메시지"""" (2022.11.09/뉴스투데이/MBC)"
YswMgkg62ZI	#Shorts / [이 시각 세계] 미국 캘리포니아서 '2조원 대' 파워볼 당첨자 (2022.11.09/뉴스투데이/MBC)
mCe5OCmdv5M	"#Shorts / 트위터 손에 쥔 머스크‥대놓고 """"공화당 찍어라"""" (2022.11.08/뉴스데스크/MBC)"
XGxg05lOXPw	#Shorts / 윤 대통령, 한남동 관저에서 첫 출근‥취임 6개월 만에 입주 (2022.11.08/뉴스데스크/MBC)
W6xvg62QUec	#Shorts / 대책회의 초대받지 못한 소방서장‥수습 주도했는데 입건? (2022.11.08/뉴스데스크/MBC)
UG-HC_z-_GY	"#Shorts / 대통령실 """"사의 논할 때 아냐""""‥""""웃기고 있네"""" 메모에 파행 (2022.11.08/뉴스데스크/MBC)"
QXQQtLWEFMk	2022년 11월 9일 (수) 오늘의 주요 뉴스 #Shorts
R0i0Yfofihk	#Shorts / [신선한 경제] 미국 10월 소비자물가 전망치는? (2022.11.08/뉴스투데이/MBC)
rTioAGI2tRU	#Shorts / [톱플레이] 지독한 수난의 날! 치료하러 온 거 맞아요? (2022.11.07/뉴스데스크/MBC)
5AO_TtLogW4	"#Shorts / [신선한 경제] 삼성, 갤럭시워치4 꺼짐 현상 """"무상수리"""" (2022.11.08/뉴스투데이/MBC)"
1H543TNGnJg	#Shorts / 오늘 밤 미국 중간선거‥변수는 물가와 트럼프 (2022.11.08/뉴스투데이/MBC)
hbavdUewy1w	#Shorts / [톱플레이] '세계 12위 격파' 신유빈 '부상 복귀 2관왕' (2022.11.07/뉴스데스크/MBC)
qTG0bkJbz74	#Shorts / 세면대 들고 들어가더니 머스크 '트위터' 직원 절반 해고 (2022.11.07/뉴스데스크/MBC)
okS-nDYfw1U	"#Shorts / [단독] 충북 곳곳에서 위험한 단층 발견 """"더 큰 지진 가능성 있다"""" (2022.11.07/뉴스데스크/MBC)"
G8MWf0uColU	"#Shorts / 총리 """"11시 47분 보고받았다""""‥구청장 """"저는 4개월차 구청장"""" (2022.11.07/뉴스데스크/MBC)"
XMzcTTgPrJ4	"#Shorts / """"왜 보고만 있었나"""" 경찰 책임 추궁한 윤 대통령 (2022.11.07/뉴스데스크/MBC)"
rPQrAI7p_d0	#Shorts / [날씨] 입동, 큰 일교차 조심‥중부 비 살짝 (2022.11.07/12MBC뉴스)
4SIYOqcQdqg	"#Shorts / 미국 중간선거 """"문제는 경제""""‥오차 범위 내 '대접전' (2022.11.07/뉴스투데이/MBC)"
0n2ViYpEFQw	"#Shorts / """"빈집 지키다 참사 못 막아""""‥""""무책임한 선동 정치"""" (2022.11.07/뉴스투데이/MBC)"
i1PaDfZTlz0	2022년 11월 7일 (월) 오늘의 주요 뉴스 #Shorts
TVMbPcs2yNc	2022년 11월 5일 (토) 오늘의 주요 뉴스 #Shorts
RdvixsKRWxQ	#Shorts / [이 시각 세계] 넷플릭스 광고 요금제 출시 (2022.11.04/뉴스투데이/MBC)
qeSvBf5Kijc	#Shorts / [이 시각 세계] 네타냐후, 이스라엘 총선서 승리 (2022.11.04/뉴스투데이/MBC)
50J4Zl1apQg	"#Shorts / [이 시각 세계] IAEA """"우크라이나 '더티밤' 사실 아냐"""" (2022.11.04/뉴스투데이/MBC)"
0j2p_WeqcNg	#Shorts / '대기발령' 상황관리관·용산서장 수사 의뢰‥직무유기 혐의 (2022.11.03/뉴스데스크/MBC)
i6fLInwLMUU	#Shorts / 고금리의 습격 - 저금리로 사업 벌인 건설사들 줄줄이 자금난 (2022.11.03/뉴스데스크/MBC)
_fNB0Zb8TKk	#Shorts / 대통령실 주변 집회 통제하느라‥이태원 현장 지휘 '공백' (2022.11.03/뉴스데스크/MBC)
fnLg8_rGFuQ	2022년 11월 4일 (금) 오늘의 주요 뉴스 #Shorts
pE7bj8GO3yY	#Shorts / [신선한 경제] 고령층 절반, 연금 받아도 취업 (2022.11.03/뉴스투데이/MBC)
vvYLFKCshDE	#Shorts /[신선한 경제] 맞벌이 가구 비중 46.3% 역대 최고 (2022.11.03/뉴스투데이/MBC)
EPIXJz99TEE	"#Shorts / [이 시각 세계] """"폴란드 두 번째 원전 건설에 한수원 참여"""" (2022.11.03/뉴스투데이/MBC)"
Ln6AWFzzKE0	#Shorts / [이 시각 세계] 중국 코로나19 확산‥아이폰 생산 차질 (2022.11.03/뉴스투데이/MBC)
IR99k_kqwww	"#Shorts / [이 시각 세계] 이란 """"'사우디 공격 준비' 보도 근거 없어"""" (2022.11.03/뉴스투데이/MBC)"
xlt8sh0efiA	"#Shorts / 흙막이벽 무너져 바닷물 """"콸콸""""‥추가 붕괴 우려에 시민대피 (2022.11.02/뉴스데스크/MBC)"
xjroQekUxic	"#Shorts / """"말단에 책임 다 떠넘기나""""‥일선 경찰관들 '부글부글' (2022.11.02/뉴스데스크/MBC)"
Bi4PyFUsO9w	"#Shorts / 외신 """"이태원 참사‥한국 정부의 확연한 실패 드러내"""" (2022.11.02/뉴스데스크/MBC)"
qc7b6RMFhEA	"#Shorts / """"이태원 이미지 나빠질까 봐""""‥'참사' 대신 '사고' (2022.11.02/뉴스데스크/MBC)"
TN1ftZo7muk	"#Shorts / 한덕수 총리 '농담' 파장‥""""경악할 장면"""" 비판에 """"사과"""" (2022.11.02/뉴스데스크/MBC)"
DDg2_Z1Ww38	2022년 11월 3일 (목) 오늘의 주요 뉴스 #Shorts
cgboN2421KU	#Shorts / [날씨] 내일 낮 찬바람, 기온 '뚝'‥공기 다시 맑아져 (2022.11.02/뉴스외전/MBC)
5X4cqzJmlr8	#Shorts / [이 시각 세계] 아소 다로 일본 자민당 부총재 방한 (2022.11.02/뉴스투데이/MBC)
5u6XIYmw9ks	"#Shorts / [이 시각 세계] """"코로나19 엔데믹 전환‥수세대 걸쳐 지속"""" (2022.11.02/뉴스투데이/MBC)"
6HGTJqIBi3g	#Shorts / [이 시각 세계] 미국 중간선거 여론조사에서 공화당 우위 (2022.11.02/뉴스투데이/MBC)
KHp_2UWYMK4	"#Shorts / """"진입 통제·일방통행"""" 호소했는데‥응답 없었다 (2022.11.02/뉴스투데이/MBC)"
ZQxRpMWuoFU	#Shorts / 편의점 비닐봉지, 식당 종이컵 금지‥계도기간 1년 논란 (2022.11.01/뉴스데스크/MBC)
owNhr-1N-ig	#Shorts / 수출마저 줄어들었다 - 올해 무역적자 역대급 예상 (2022.11.01/뉴스데스크/MBC)
sQ0vfZKBAu4	#Shorts / 올림픽경기장 바닥 붕괴 우려‥이용객 안전 위험 (2022.11.01/뉴스데스크/MBC)
UK8JXhDRSww	"#Shorts / """"정부 책임은 무엇?"""" 쏟아진 외신 질문 (2022.11.01/뉴스데스크/MBC)"
IKahw0R_Ybk	2022년 11월 2일 (수) 오늘의 주요 뉴스 #Shorts
Xoou6cyuNuw	"#Shorts / [오늘 이 뉴스] """"참사 대신 사고, 희생자 대신 사망자"""" 정부 '이태원 참사' 용어 지침 내렸다 (2022.11.01/MBC뉴스)"
fkbr1attkkM	"#Shorts / [와글와글] 이찬원 """"노래할 수 없다""""‥이태원 참사 애도하다 봉변 (2022.11.01/뉴스투데이/MBC)"
MVXSdSae8u0	#Shorts / [이 시각 세계] 브라질 대선 후폭풍‥대선 불복 시위 (2022.11.01/뉴스투데이/MBC)
QKaKkl1ymY0	#Shorts / [와글와글] 29년 전 압사 사고 홍콩, 핼러윈 맞아 통제 강화 (2022.11.01/뉴스투데이/MBC)
eGRN3-hWjkw	#Shorts / [와글와글] 이태원 같은 골목‥한 여성 외침에 무사 통행 (2022.11.01/뉴스투데이/MBC)
dU4eWYVX5s4	"#Shorts / [와글와글] """"언니에게 옷 주신 분""""‥이태원 참사 은인 찾기 화제 (2022.11.01/뉴스투데이/MBC)"
1ihplwjKlOs	#Shorts / [이 시각 세계] 트럼프 '펠로시 남편 피습' 언급하며 민주당 비난 (2022.11.01/뉴스투데이/MBC)
xN0gi2I0cUc	#Shorts / [신선한 경제] '100만 운집' 부산불꽃축제 무기한 연기 (2022.11.01/뉴스투데이/MBC)
JhLTFHXgJx4	"#Shorts / """"지하철부터 겁 났어요""""‥외신들, 어떻게 대비가 없을 수 있었나 (2022.10.31/뉴스데스크/MBC)"
2gahOCqVD9I	"#Shorts / """"핼러윈은 축제 아니라 현상""""? 용산구청장 발언도 논란 (2022.10.31/뉴스데스크/MBC)"
cHmoax8iLPY	"#Shorts / 대통령실·총리 """"발언 취지 달라"""" 옹호했지만‥여당에선 '파면' 요구도 (2022.10.31/뉴스데스크/MBC)"
ukuv6lW0eIs	2022년 11월 1일 (화) 오늘의 주요 뉴스 #Shorts
uRdmT6BGluM	"#Shorts / [이 시각 세계] """"머스크, 트위터에 대대적인 감원 지시"""" (2022.10.31/뉴스투데이/MBC)"
J1pYpMpUhdg	#Shorts / [이 시각 세계] 인도 다리 붕괴로 최소 80명 사망 (2022.10.31/뉴스투데이/MBC)
okxV6Y3gT94	2022년 10월 31일 (월) 오늘의 주요 뉴스 #Shorts
Wg-6lxtx3Nw	2022년 10월 29일 (토) 오늘의 주요 뉴스 #Shorts
Z6BGKgEgobo	#Shorts / 7년 만에 일본 관함식 참석‥'욱일기 경례' 논란 (2022.10.28/뉴스투데이/MBC)
bHHevaiCOXQ	#Shorts / [와글와글] 길거리 간식은 옛말‥고물가에 '금'붕어빵 (2022.10.28/뉴스투데이/MBC)
QLrbeu7PDNE	#Shorts / [와글와글] 일론 머스크, 세면대 들고 트위터 본사 방문 (2022.10.28/뉴스투데이/MBC)
oUKyZ-qMLWA	#Shorts / [와글와글] 광고한 신발까지 화형식‥손절의 아이콘이 된 힙합 스타 (2022.10.28/뉴스투데이/MBC)
Wsq-TU6oS7E	#Shorts / [이 시각 세계] '코로나19 백신' 폐기물로 만든 드레스 (2022.10.28/뉴스투데이/MBC)
OMfMFBfC8Ks	#Shorts / [이 시각 세계] 멕시코 전역에서 동성 결혼 합법화 (2022.10.28/뉴스투데이/MBC)
A4WptN18dEw	"#Shorts / """"시진핑 푸틴 모르는 핵 있다""""‥트럼프 천기누설에 김정은도 긴장? (2022.10.27/뉴스데스크/MBC)"
D0vNYwiav2w	#Shorts / [이 시각 세계] 트위터 인수계약 28일 완료‥주식거래 일시 중단 (2022.10.28/뉴스투데이/MBC)
nkNunXxvd40	"#Shorts / [단독] 국정원 박지원 고발장 보니‥""""퇴직자가 회의 참석""""? (2022.10.27/뉴스데스크/MBC)"
TUHCJnq5Gok	"#Shorts / """"쇼하지 않겠다""""며 비상경제회의 생중계 (2022.10.27/뉴스데스크/MBC)"
wy5Ww2iLdMs	#Shorts / 한국은행도 연기금도 동원 - 레고랜드발 '돈맥경화' 정부 초비상 (2022.10.27/뉴스데스크/MBC)
_OrdAW89jqg	"#Shorts / 김진태, 서둘러 귀국‥""""올해 안에 채무 상환"""" (2022.10.27/뉴스데스크/MBC)"
sijjj1MLMN0	2022년 10월 28일 (금) 오늘의 주요 뉴스 #Shorts
NFBDyPQq1rc	"#Shorts / 한동훈 """"민주당 차원의 사과 요구"""" (2022.10.27/12MBC뉴스)"
cU1sV1GRj3I	#Shorts / 동국대 캐비닛에서 권총 실탄 29발 발견 (2022.10.27/뉴스투데이/MBC)
-y6aK0TlfDc	"#Shorts / [와글와글] 주인 잃은 우크라 개들 """"밥 먹을 차례 기다려요"""" (2022.10.27/뉴스투데이/MBC)"
6Vr9l1mo3QM	#Shorts / [와글와글] 생방송 중 권총 강도 위협‥기지로 쫓아낸 에콰도르 기자 (2022.10.27/뉴스투데이/MBC)
RwAE-RK0QHk	#Shorts / 1만6,500원에서 13만원까지 천차만별‥싼 곳 찾아 원정 (2022.10.26/뉴스데스크/MBC)
IG_hAwxSDZU	#Shorts / [와글와글] 흡연 단속 공무원 폭행하고 난동 부린 여성 구속 (2022.10.27/뉴스투데이/MBC)
aHEu5a0AH6Q	#Shorts / [신선한 경제] 가장 많이 가격 오른 외식 메뉴는? (2022.10.27/뉴스투데이/MBC)
BVAo2JP6TQk	"#Shorts / [이 시각 세계] IMF 총재 """"각국 금리 '중립' 수준까지 올려야"""" (2022.10.27/뉴스투데이/MBC)"
ovIR-gvqlak	#Shorts / [이 시각 세계] 필리핀 북부, 규모 6.0 이상 잇단 강진 (2022.10.27/뉴스투데이/MBC)
hp8C1sPyIJ0	#Shorts / '금융위기' 때문에 춘천시도 타격‥김진태 지사는 부재중 (2022.10.26/뉴스데스크/MBC)
4lXmnOunFW4	"#Shorts / 대통령 최측근 국정원 기조실장 돌연 사직‥""""원장과 인사갈등"""" (2022.10.26/뉴스데스크/MBC)"
hfh-SXqTYaA	#Shorts / [알고보니] 새 대통령 관저, 촬영하면 처벌? (2022.10.26/뉴스데스크/MBC)
NgLPydUKOfE	"#Shorts / 범행 후 PC방 찾은 남성‥""""무직 상태에서 가족과 갈등 커"""" (2022.10.26/뉴스데스크/MBC)"
_oxOzDlt8js	2022년 10월 27일 (목) 오늘의 주요 뉴스 #Shorts
o9WiFnP3m90	#Shorts / [날씨] 영동 지역 가끔 비‥내륙지역 하늘 대체로 맑아 (2022.10.26/뉴스외전/MBC)
DOuV6Cp_3UA	#Shorts / [와글와글] 미국 협곡지대를 날다‥고난도 자전거 묘기가 한자리에 (2022.10.26/뉴스투데이/MBC)
3V68rDozJVA	#Shorts / [이 시각 세계] 미국 고교 총격범은 '19살 졸업생' (2022.10.26/뉴스투데이/MBC)
ux12b8GxQFc	#Shorts / [와글와글] 러시아 전투기 추락‥조종사 탈출 순간 (2022.10.26/뉴스투데이/MBC)
fpDQQ8DgXZI	#Shorts / 미국 연준의 최우선 목표는 인플레이션 타도! (외전의 외전/MBC)
2gsNFjVzEPA	#Shorts / 우리 금리정책이 미국보다 더 신중할 수밖에 없는 이유는? (외전의 외전/MBC)
QkdlkIGMwic	"#Shorts / [이 시각 세계] """"2년간 '유럽행 이주민' 5천 6백여 명 사망"""" (2022.10.26/뉴스투데이/MBC)"
_wblXmJQcE0	#Shorts / [와글와글] 찰스 왕 밀랍인형 케이크 투척‥잇따른 기후 위기 시위 (2022.10.26/뉴스투데이/MBC)
cZKfmSf5DWo	#Shorts / [이 시각 세계] '20억 명 사용' 왓츠앱, 2시간 먹통 (2022.10.26/뉴스투데이/MBC)
fQzzRMf820k	"#Shorts / [문화연예 플러스] 헨리 카빌 """"슈퍼맨으로 복귀한다"""" (2022.10.26/뉴스투데이/MBC)"
LiEZmgX3A3k	#Shorts / [와글와글] 국립공원서 흡연 시 과태료 폭탄‥첫 적발부터 60만 원 (2022.10.26/뉴스투데이/MBC)
HackL-VZajI	"#Shorts / [문화연예 플러스] """"아이폰 독도 없어"""" 서경덕 교수, 애플에 항의 (2022.10.26/뉴스투데이/MBC)"
1vSWZAPCqxM	#Shorts / [이 시각 세계] 리시 수낵, 영국 57대 총리로 임명 (2022.10.26/뉴스투데이/MBC)
0FJbmctzUbg	#Shorts / [신선한 경제] 서울 아파트 중위 전셋값 6억 원 아래로 (2022.10.26/뉴스투데이/MBC)
uvAOHFV2TGs	#Shorts / [와글와글] 현금인출기 양보하던 남성의 반전 정체 (2022.10.26/뉴스투데이/MBC)
kQ74XvLvObQ	"#Shorts / [이 시각 세계] 바이든 """"'더티밤' 빌미로 핵무기 사용하면 심각한 실수"""" (2022.10.26/뉴스투데이/MBC)"
nlCVdKMf-80	#Shorts / [신선한 경제] 정규직·비정규직 임금 격차 160만 원 (2022.10.26/뉴스투데이/MBC)
x4j9V721-a0	#Shorts / 경찰, 'BTS 모자 판매' 사실관계 확인 착수 (2022.10.26/뉴스투데이/MBC)
R8zhChpvqo0	#Shorts / 세부서 일부 승객 귀국‥국토부, 현지 조사 착수 (2022.10.26/뉴스투데이/MBC)
cRlUGdZ0OpE	"#Shorts / 대구 농수산물시장 불‥""""점포 70개 잿더미"""" (2022.10.26/뉴스투데이/MBC)"
HjSac9myfWY	"#Shorts / 42살 인도계 영국 총리 취임에 인도인들도 """"환영"""" (2022.10.25/뉴스데스크/MBC)"
sTcKbkeBJyA	"#Shorts / """"오른팔이 회전날개 걸리면서 사고""""‥불매운동 장기화 조짐 (2022.10.25/뉴스데스크/MBC)"
7C-NIkmEzao	"#Shorts / 상하이에서도 """"장기집권 반대"""" 공개 시위‥'시황제' 등극에 주가는 폭락 (2022.10.25/뉴스데스크/MBC)"
VUGBhxiE8O4	#Shorts / [집중취재M] 돈줄 마른 부동산 PF‥공사연기·중단에 '줄도산' 우려도 (2022.10.25/뉴스데스크/MBC)
9KCuClWB9SA	2022년 10월 26일 (수) 오늘의 주요 뉴스 #Shorts
R5ixrunKzVs	#Shorts / [날씨] 당분간 맑은 날씨에 대기 건조‥내일 낮 기온 서울 18도 (2022.10.25/뉴스외전/MBC)
1wg0ee1w5IA	#Shorts / [와글와글] 어업용 밧줄에 걸린 혹등고래 구조작전 (2022.10.25/뉴스투데이/MBC)
-iXpGLX0GSk	#Shorts / [이 시각 세계] 코로나19 주요 증상, 콧물·재채기 부상 (2022.10.25/뉴스투데이/MBC)
TWLz_oZm_h0	#Shorts / [와글와글] 간식 주던 남성 사망‥장례식 찾은 특별한 조문객 (2022.10.25/뉴스투데이/MBC)
kTgdyZFnslM	"#Shorts / [이 시각 세계] """"미래에셋, 트위터 인수 참여"""" (2022.10.25/뉴스투데이/MBC)"
02skYuBs2CQ	#Shorts / [와글와글] '훔쳐보면 안 돼' 필리핀의 '부정행위' 방지법 (2022.10.25/뉴스투데이/MBC)
xD649yBPrsY	"#Shorts / [신선한 경제] """"500명 대기 중""""‥6%대 금리에 접속 폭주 (2022.10.25/뉴스투데이/MBC)"
WyoUADaIIr0	#Shorts / [문화연예 플러스] 방탄소년단 '완전체 화보' 일부 공개 (2022.10.25/뉴스투데이/MBC)
Celf0Z0enUI	#Shorts / [이 시각 세계] 러시아, 이틀 째 '더티밤' 공세 (2022.10.25/뉴스투데이/MBC)
jNvPk7R_PeI	#Shorts / [문화연예 플러스] 김연아, 결혼 후 첫 활동은 '꿈나무 지도' (2022.10.25/뉴스투데이/MBC)
EDNHzVO2hF8	#Shorts / [와글와글] 행인을 표적 삼아‥뉴욕 지하철서 '묻지 마 밀치기' (2022.10.25/뉴스투데이/MBC)
OkruAb-cVlM	#Shorts / [이 시각 세계] 미국 세인트루이스 고교서 총격 발생 (2022.10.25/뉴스투데이/MBC)
8vwH99j7itk	"#Shorts / [신선한 경제] 수도권 7만여 가구 """"2년 전보다 전세가 하락"""" (2022.10.25/뉴스투데이/MBC)"
F6iCHQLVqvg	#Shorts / [와글와글] 한복 입고 부채춤' 문화가 중국 전통이라니‥ (2022.10.25/뉴스투데이/MBC)
0Wg9Yijhekc	#Shorts / [이 시각 세계] 멕시코에 허리케인 상륙‥피해 속출 (2022.10.25/뉴스투데이/MBC)
drootltvowU	#Shorts / 모네 작품에 으깬 감자‥'명화 테러', 이유는? (2022.10.25/뉴스투데이/MBC)
p7wACDIrwtY	#Shorts / 이번엔 '원전'?‥전기차 이어 또 '암초'되나 (2022.10.25/뉴스투데이/MBC)
mWPLk2mq34E	"#Shorts / """"SPC 측, 장례식장서 합의금 제시"""" 어머니의 분노 (2022.10.24/뉴스데스크/MBC)"
0XxGXyC6g6A	"#Shorts / 김진태 """"혼란 초래해 유감""""‥여당에서도 """"신중하게 처리했어야"""" (2022.10.24/뉴스데스크/MBC)"
uBOevPGTGMk	#Shorts / '레고랜드발 시장 경색'에‥2050억 피하려다 50조로 대처 (2022.10.24/뉴스데스크/MBC)
UYOfSx5eP2U	"#Shorts / 세 번째 시도만에 가까스로 착륙‥공포의 1시간 """"죽을 수도 있겠다"""" (2022.10.24/뉴스데스크/MBC)"
L6zeXJwgTGM	#Shorts / [날씨] 한낮 기온 15도 안팎‥내일 아침 오늘보다 더 추워 (2022.10.24/뉴스외전/MBC)
JghX6XLfZ2s	#Shorts / [문화연예 플러스] 극장가 보릿고개‥하루 관객 1만 명대 (2022.10.24/뉴스투데이/MBC)
803oLoOp_Dc	"#Shorts / [와글와글] """"관광객들, 옷 좀 입어주세요""""‥섬나라 쿡제도의 호소 (2022.10.24/뉴스투데이/MBC)"
THJit-_zA1g	#Shorts / [이 시각 세계] 스페인 마드리드 도심에서 '양떼 행렬' (2022.10.24/뉴스투데이/MBC)
SfZ858LHAh0	#Shorts / [와글와글] 이탈리아 유명 성당에서 '알몸 촬영'한 관광객 (2022.10.24/뉴스투데이/MBC)
biSdCV1xvLc	#Shorts / [이 시각 세계] 인도 중부에서 버스·트럭 3중 충돌 (2022.10.24/뉴스투데이/MBC)
2E86ykINjIM	#Shorts / [문화연예 플러스] 가상 아이돌 그룹, 홍대 앞에서 '버스킹' (2022.10.24/뉴스투데이/MBC)
