etag	id	date	channel	title	thumb_url	ch_title	tags	duration	view	likes	favorites	comments	topcs
LqP3R4cyTr8UB72e0Yvq6NCOwpQ	lX6V51cHhWg	2023-02-27T06:29:17Z	UCF4Wxdo3inmxP-Y59wXDsFw	"""인구 문제 '마지막' 골든 타임""..대책 마련 고심도 진짜 '최종'되어야 #Shorts(2023.02.24/뉴스프리데스크/MBC)"	https://i.ytimg.com/vi/lX6V51cHhWg/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT58S	965	25.0	0	8.0	['https://en.wikipedia.org/wiki/Society']
PfyM-5KuK6eHMJ-hQbHOTX8UbLE	b9BHIgys2so	2023-02-27T06:24:10Z	UCF4Wxdo3inmxP-Y59wXDsFw	10.29참사 생존자 한 달 간병비 495만 원 '끝나지 않은 고통' #Shorts(2023.02.24/뉴스프리데스크/MBC)	https://i.ytimg.com/vi/b9BHIgys2so/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	518	30.0	0	5.0	['https://en.wikipedia.org/wiki/Society']
fZAgVFqAo65TTTx07rCa2LRasvA	uppF1qjp5Y8	2023-02-27T03:00:22Z	UCF4Wxdo3inmxP-Y59wXDsFw	다섯 아빠의 육아일기..'우리가 조명 받지 않는 사회가 되길’ #Shorts (2023.02.27/MBC News)	https://i.ytimg.com/vi/uppF1qjp5Y8/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT58S	2098	48.0	0	3.0	['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
6zGAwtucdH-X8xt-MZEqp6wmokE	2MDIKsL3gNI	2023-02-27T02:45:00Z	UCF4Wxdo3inmxP-Y59wXDsFw	조류발 팬데믹 경보..우리는 준비 됐나? #Shorts (2023.02.27/MBC News)	https://i.ytimg.com/vi/2MDIKsL3gNI/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	3772	73.0	0	8.0	NA
NDJO9onSm3dyisTXNDUhWw1mRYA	YOq6y2XKvqw	2023-02-27T02:30:12Z	UCF4Wxdo3inmxP-Y59wXDsFw	저소득층 10명 7명 만성질환..’우울감 정도도 커’ #Shorts (2023.02.27/MBC News)	https://i.ytimg.com/vi/YOq6y2XKvqw/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	1893	43.0	0	3.0	NA
DPNJW9Gzpdg7O1tvSH8u_9VR6yo	v0UdEiTJgTc	2023-02-27T02:00:30Z	UCF4Wxdo3inmxP-Y59wXDsFw	미-중 풍선 이어 ‘판다’로 갈등..’공동 부검’까지 #Shorts (2023.02.27/MBC News)	https://i.ytimg.com/vi/v0UdEiTJgTc/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	2671	43.0	0	3.0	NA
5_YgLqM_4djo3g27jx9N8WaoS0U	8i-1KGTUInQ	2023-02-27T01:45:00Z	UCF4Wxdo3inmxP-Y59wXDsFw	비행기 앞자리에서 넘어온 것 #Shorts (2023.02.27/MBC News)	https://i.ytimg.com/vi/8i-1KGTUInQ/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT41S	2993	49.0	0	10.0	NA
hybUB_UWNLZLafI_gGG_Sfum8XY	EFbv3BkQzso	2023-02-27T01:30:05Z	UCF4Wxdo3inmxP-Y59wXDsFw	일본 음식점, 이번엔 ‘소독제’ 논란 #Shorts (2023.02.27/MBC News)	https://i.ytimg.com/vi/EFbv3BkQzso/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT45S	3721	72.0	0	15.0	NA
jsDDTkbKuzSemfOgY3Fpdmf8fdY	LkTAxNj_Glo	2023-02-27T01:15:01Z	UCF4Wxdo3inmxP-Y59wXDsFw	우크라, ‘푸틴에 한 판 승?’ 우표 발행 #Shorts (2023.02.27/MBC News)	https://i.ytimg.com/vi/LkTAxNj_Glo/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT49S	3103	45.0	0	1.0	['https://en.wikipedia.org/wiki/Society']
acwPY4UvYXMyZSxTSa2QYu_LdGM	F4NNzIfH1PQ	2023-02-27T00:47:48Z	UCF4Wxdo3inmxP-Y59wXDsFw	엄마 잃은 우크라 소녀, ’푸틴 행사’ 동원? #Shorts (2023.02.27/MBC News)	https://i.ytimg.com/vi/F4NNzIfH1PQ/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT59S	1995	35.0	0	11.0	['https://en.wikipedia.org/wiki/Society']
_N3B2x28-16HhoVEo8ofqezsYcs	F4NNzIfH1PQ	2023-02-27T00:47:48Z	UCF4Wxdo3inmxP-Y59wXDsFw	엄마 잃은 우크라 소녀, ’푸틴 행사’ 동원? #Shorts (2023.02.27/MBC News)	https://i.ytimg.com/vi/F4NNzIfH1PQ/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT59S	2004	35.0	0	11.0	['https://en.wikipedia.org/wiki/Society']
AOL83hHB95_H-FPVWj2CzgSJKGw	Fa5otO3BGig	2023-02-24T22:14:54Z	UCF4Wxdo3inmxP-Y59wXDsFw	2023년 2월 25일 (토) 오늘의 주요 뉴스 #Shorts	https://i.ytimg.com/vi/Fa5otO3BGig/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT50S	12850	185.0	0	11.0	NA
8cLS1jb4F3XbFTVmwTIt8NlNnrM	lh9gQcwukO8	2023-02-24T07:48:43Z	UCF4Wxdo3inmxP-Y59wXDsFw	주식 투자, 언제 해야 하나? 금리 인하 시기 피할 필요 #Shorts(2023.02.23/뉴스프리데스크/MBC)	https://i.ytimg.com/vi/lh9gQcwukO8/hqdefault.jpg	MBCNEWS	NA	PT1M	5420	124.0	0	4.0	NA
97BaVq_5m0xdTqh2L9HdUWM4wS4	vWXmW17B9Hk	2023-02-24T07:47:42Z	UCF4Wxdo3inmxP-Y59wXDsFw	환율 상승이 위기 아냐...이창용 총재 '금리 동결' 뒤 숨겨진 셈법 #Shorts(2023.02.23/뉴스프리데스크/MBC)	https://i.ytimg.com/vi/vWXmW17B9Hk/hqdefault.jpg	MBCNEWS	NA	PT56S	4120	103.0	0	11.0	NA
qR-RxPRRXl9adPyqCn6bsHMVJ-4	YYdnqF3d7UM	2023-02-23T21:07:27Z	UCF4Wxdo3inmxP-Y59wXDsFw	2023년 2월 24일 (금) 오늘의 주요 뉴스 #Shorts	https://i.ytimg.com/vi/YYdnqF3d7UM/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT49S	8115	140.0	0	4.0	['https://en.wikipedia.org/wiki/Society']
WhQpNKylzluhUki9fAJnysiINz0	C_rkizLX1aA	2023-02-22T09:03:46Z	UCF4Wxdo3inmxP-Y59wXDsFw	급류에서, 헤엄을 잘하는 '말'보다 '소'가 살아 남는 이유 #Shorts(2023.02.21/뉴스프리데스크/MBC)	https://i.ytimg.com/vi/C_rkizLX1aA/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	6466	109.0	0	0.0	NA
eeGZCPSZxuXNS7Cgk3SDl6dJ968	R9Cjw82BuCw	2023-02-22T08:51:07Z	UCF4Wxdo3inmxP-Y59wXDsFw	"""엄마 나 핸드폰 고장났어"".. 진화하는 메신저피싱 대책 없나 #Shorts(2023.02.20/뉴스프리데스크/MBC)"	https://i.ytimg.com/vi/R9Cjw82BuCw/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	6238	82.0	0	2.0	['https://en.wikipedia.org/wiki/Society']
QyYfpkGRYGW_7uNjORpTQrUkSZ8	_2WnwoeuZbE	2023-02-22T08:44:11Z	UCF4Wxdo3inmxP-Y59wXDsFw	주주가 임원 보수 감시한다 금융당국 '세이온페이' 도입 #Shorts(2023.02.20/뉴스프리데스크/MBC)	https://i.ytimg.com/vi/_2WnwoeuZbE/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT54S	2178	45.0	0	0.0	NA
a-UzY1pPT_7VaHbgXfdQgk_3KzU	Dw5u_79W3S8	2023-02-22T08:39:32Z	UCF4Wxdo3inmxP-Y59wXDsFw	금융권 '성과급 잔치' 끝나나..은행 성과급 환수하는 '클로백' #Shorts(2023.02.20/뉴스프리데스크/MBC)	https://i.ytimg.com/vi/Dw5u_79W3S8/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT50S	1756	49.0	0	2.0	NA
h2zUNMn8WYoS2D4DHy27UfJAi4Y	A7lImU8OlGo	2023-02-22T06:00:02Z	UCF4Wxdo3inmxP-Y59wXDsFw	황당한 보복성 태글..’대체 무슨 생각이야!’/스포츠 톱플레이 #Shorts (2023.02.22/MBC News)	https://i.ytimg.com/vi/A7lImU8OlGo/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	6159	63.0	0	1.0	['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']
0Xom-tjC5svTpBPI9s8qDKA8yoU	MOlJgcVvP6o	2023-02-22T05:01:35Z	UCF4Wxdo3inmxP-Y59wXDsFw	“부모님이 절 팔았어요”..지참금 5천만원에 16살 딸 결혼 강요 #Shorts (2023.02.22/MBC News)	https://i.ytimg.com/vi/MOlJgcVvP6o/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT56S	51970	103.0	0	5.0	NA
U7BRfnoW_MC075e1MCmrk09g-CA	T6h9b3IYfrc	2023-02-22T03:30:08Z	UCF4Wxdo3inmxP-Y59wXDsFw	대통령 와도 못 빼..건물주 ‘주차 횡포’ #Shorts (2023.02.21/MBC News)	https://i.ytimg.com/vi/T6h9b3IYfrc/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT54S	16598	193.0	0	31.0	NA
zi2-Ga03ToAalQLyCAWPqC7cx78	zLInQwy-KGo	2023-02-22T03:00:27Z	UCF4Wxdo3inmxP-Y59wXDsFw	직접 겪어보니 혼비백산..취재진이 겪은 지진 #Shorts (2023.02.22/MBC News)	https://i.ytimg.com/vi/zLInQwy-KGo/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT50S	26987	362.0	0	15.0	NA
H16b_Uw-ZLPujEJHivDUa2GkuSg	uNqBsZGhNHQ	2023-02-22T02:30:30Z	UCF4Wxdo3inmxP-Y59wXDsFw	미리보는 개봉영화..진선규 주연 ‘카운트’ #Shorts (2023.02.22/MBC News)	https://i.ytimg.com/vi/uNqBsZGhNHQ/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT45S	10444	81.0	0	7.0	['https://en.wikipedia.org/wiki/Entertainment']
ukuPSO1vnSSQ9EIhX6gaVXt6XuY	Kev5iSS462c	2023-02-22T02:00:11Z	UCF4Wxdo3inmxP-Y59wXDsFw	하루종일 햇볕에 피부암.. 산재 첫 인정 #Shorts (2023.02.22/MBC News)	https://i.ytimg.com/vi/Kev5iSS462c/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT54S	13992	206.0	0	22.0	NA
2Ih7T38iuKXs6jtbSkV8kzx95rg	pK3jlKHSggE	2023-02-22T01:30:15Z	UCF4Wxdo3inmxP-Y59wXDsFw	배달 음식 더 비싸, “속았다”..”남는 게 없어” #Shorts (2023.02.22/MBC News)	https://i.ytimg.com/vi/pK3jlKHSggE/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT51S	9296	117.0	0	28.0	['https://en.wikipedia.org/wiki/Food']
yomT2987VWll89MfH3tX127oeig	SJhavBz3Cns	2023-02-22T00:39:59Z	UCF4Wxdo3inmxP-Y59wXDsFw	위기가구 연료비 지원 ‘월 15만 원’으로 인상 등..미리보는 오늘 #Shorts (2023.02.22/MBC News)	https://i.ytimg.com/vi/SJhavBz3Cns/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT49S	6435	82.0	0	7.0	NA
CKAF7st8EDwrsnl8iscB4n3KKtQ	70fppuueIhc	2023-02-22T00:35:57Z	UCF4Wxdo3inmxP-Y59wXDsFw	동성부부 사실혼 “건보 피부양자 인정..차별 안돼”  #Shorts (2023.02.22/MBC News)	https://i.ytimg.com/vi/70fppuueIhc/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	9268	96.0	0	NA	NA
jdBGnmoljgA0M7o5yMmVqJSQZLI	-OMozmqhkhg	2023-02-21T21:08:43Z	UCF4Wxdo3inmxP-Y59wXDsFw	2023년 2월 22일 (수) 오늘의 주요 뉴스 #Shorts	https://i.ytimg.com/vi/-OMozmqhkhg/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	9401	143.0	0	43.0	NA
y1CNMKtzLpZXnhil1gHVmtz-ZDM	nHA6LGwL1w0	2023-02-21T00:32:48Z	UCF4Wxdo3inmxP-Y59wXDsFw	미리보는 오늘/노란봉투법, 하이브, 국힘 합동연설회 #Shorts (2023.02.21/MBC News)	https://i.ytimg.com/vi/nHA6LGwL1w0/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT58S	4228	95.0	0	6.0	['https://en.wikipedia.org/wiki/Society']
xnTqGouiVXgkZlWIKE_9wCmqeKc	lM4mJVjxnKY	2023-02-21T00:29:58Z	UCF4Wxdo3inmxP-Y59wXDsFw	’미개봉’ 1세대 아이폰 경매서 8천200만원에 팔려 #Shorts (2023.02.21/MBC News)	https://i.ytimg.com/vi/lM4mJVjxnKY/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT46S	7677	76.0	0	3.0	NA
FZrA35EjOhUvqF1K5YNn0ClBQPY	ljTRkanYw_4	2023-02-21T00:27:16Z	UCF4Wxdo3inmxP-Y59wXDsFw	60여명 사상 ‘과천 방음터널 화재’ 인재였다 #Shorts (2023.02.21/MBC News)	https://i.ytimg.com/vi/ljTRkanYw_4/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	5613	91.0	0	6.0	NA
W4PyYAhsYRN25fAo_zYi4Ghy-e4	KOr_jE0PKy8	2023-02-21T00:19:29Z	UCF4Wxdo3inmxP-Y59wXDsFw	개와 상어의 대결 #Shorts (2023.02.21/MBC News)	https://i.ytimg.com/vi/KOr_jE0PKy8/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT33S	8336	127.0	0	6.0	NA
50Qi8pRYLL8YojTwiO0Qvzoe6HE	3M0HnYHSMWM	2023-02-21T00:15:39Z	UCF4Wxdo3inmxP-Y59wXDsFw	“영화가 따로 없네”..운전자 구한 시민들 #Shorts (2023.02.21/MBC News)	https://i.ytimg.com/vi/3M0HnYHSMWM/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT42S	8113	95.0	0	2.0	NA
lq1i3wFlYZK61dfm__W0BvUnUdI	iLBBVyudxao	2023-02-21T00:04:48Z	UCF4Wxdo3inmxP-Y59wXDsFw	돌잔치 답례품이 생존배낭..각종 재난 소식에 수요 늘어 #Shorts (2023.02.21/MBC News)	https://i.ytimg.com/vi/iLBBVyudxao/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT43S	3329	50.0	0	0.0	NA
Sda5qhsCj7gnf9Kkk3cVrFdqjrk	ai1SZl_95zM	2023-02-20T23:59:09Z	UCF4Wxdo3inmxP-Y59wXDsFw	튀르키예 또다시 6.4 규모 지진..200여명 사상 #Shorts (2023.02.21/MBC News)	https://i.ytimg.com/vi/ai1SZl_95zM/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	3692	50.0	0	0.0	NA
NHABvtpuHBf4s1dtGhwkVUT87AM	RNTsLZjmeGk	2023-02-20T08:07:23Z	UCF4Wxdo3inmxP-Y59wXDsFw	초음속 'K 전투기' KF-21 4호기 최초 비행영상 공개..조종사 2명 타는 복좌형 전투기 #Shorts (2023.02.20/MBC News)	https://i.ytimg.com/vi/RNTsLZjmeGk/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT58S	47995	770.0	0	95.0	['https://en.wikipedia.org/wiki/Society']
cfqMt7EtcqEKiasTWzkZnr8qTdY	HHLr8DDERGk	2023-02-20T07:53:51Z	UCF4Wxdo3inmxP-Y59wXDsFw	B-1B 폭격기 등 10여대 떴다…北 ICBM 맞대응 한미연합훈련 현장  #Shorts (2023.02.20/MBC News)	https://i.ytimg.com/vi/HHLr8DDERGk/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT57S	8058	111.0	0	31.0	['https://en.wikipedia.org/wiki/Society']
tlpDzI7SMY3-Gq92cRl7S1uDfSs	PV0IUTVRfVI	2023-02-20T07:36:04Z	UCF4Wxdo3inmxP-Y59wXDsFw	코스피 3주째 2400 ‘박스권’..제자리걸음 이유는? #Shorts (2023.02.20/MBC News)	https://i.ytimg.com/vi/PV0IUTVRfVI/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	5276	81.0	0	4.0	['https://en.wikipedia.org/wiki/Society']
2uTg5We9YVYaxKTinECPgM6uYtQ	oWBfIt3nkPc	2023-02-20T06:27:31Z	UCF4Wxdo3inmxP-Y59wXDsFw	가볍게 산 '짝퉁' 양말 처벌받을 수 있으니 주의 #Shorts /(2023.02.17/뉴스프리데스크/MBC)	https://i.ytimg.com/vi/oWBfIt3nkPc/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT55S	8783	76.0	0	14.0	NA
fdzqZFRXQ9FQfXIlVEwKGoXvlw4	RtLw0TJjsFI	2023-02-20T06:23:52Z	UCF4Wxdo3inmxP-Y59wXDsFw	이 가격에 양심 파는 곳, 어디? '짝퉁의 성지'된 폐쇄형 SNS #Shorts / (2023.02.17/뉴스프리데스크/MBC)	https://i.ytimg.com/vi/RtLw0TJjsFI/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT48S	4172	43.0	0	0.0	NA
tlKQGLritM0f0Y-_s-nzP1wrLZg	0qwPbkgOYWU	2023-02-20T01:32:51Z	UCF4Wxdo3inmxP-Y59wXDsFw	한미 긴급 공군연합훈련..ICBM에 전략폭격기 출격 #Shorts (2023.02.20/MBC News)	https://i.ytimg.com/vi/0qwPbkgOYWU/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	17453	122.0	0	9.0	['https://en.wikipedia.org/wiki/Society']
kEdMNwPuHLE497s9Mhd41VOK-RQ	vZ3KvHM2ewE	2023-02-20T01:14:36Z	UCF4Wxdo3inmxP-Y59wXDsFw	미리보는오늘/이재명 체포동의안 국회 제출 등  #Shorts (2023.02.20/MBC News)	https://i.ytimg.com/vi/vZ3KvHM2ewE/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	7573	154.0	0	26.0	['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']
SLIaDwdeOEGQYGi4ygevmlYCV8I	FqxE0Hydpl4	2023-02-20T01:11:52Z	UCF4Wxdo3inmxP-Y59wXDsFw	30여만 명 학력평가 성적 유출..’해킹’ 수사 착수  #Shorts (2023.02.20/MBC News)	https://i.ytimg.com/vi/FqxE0Hydpl4/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT51S	4303	56.0	0	0.0	NA
IGOc3tOvk1bvJrt4XvvEuY9o8Oc	N7ZqrDVRgDM	2023-02-20T01:09:03Z	UCF4Wxdo3inmxP-Y59wXDsFw	소주 1병 ‘6천 원’ 시대 열리나..올해 또 오른다  #Shorts (2023.02.20/MBC News)	https://i.ytimg.com/vi/N7ZqrDVRgDM/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	7286	102.0	0	31.0	NA
ovGrGN5FbNdEYXpGxwIBic0qRBk	D913CUg-XMQ	2023-02-20T01:07:00Z	UCF4Wxdo3inmxP-Y59wXDsFw	심야 리조트서 “불이야”..투숙객 170여 명 대피  #Shorts (2023.02.20/MBC News)	https://i.ytimg.com/vi/D913CUg-XMQ/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT50S	4917	83.0	0	4.0	NA
aJhAqab6cgEcGLfKM2TbEImhdmM	qL8wZFooh2o	2023-02-19T21:13:47Z	UCF4Wxdo3inmxP-Y59wXDsFw	2023년 2월 20일 (월) 오늘의 주요 뉴스 #Shorts	https://i.ytimg.com/vi/qL8wZFooh2o/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT44S	4494	107.0	0	7.0	NA
lWUdfXMI-9Yd4iRs-JNmFbFlcHI	h_TvaUfo61o	2023-02-18T12:15:52Z	UCF4Wxdo3inmxP-Y59wXDsFw	#Shorts /美, 권도형 기소..“비트코인 1만 개 빼돌려 현금화” (2023.02.18/MBC News)	https://i.ytimg.com/vi/h_TvaUfo61o/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT54S	20889	359.0	0	61.0	NA
36C94TaPmixro4FaJiIBwh02-24	fnSpz3i1A7Y	2023-02-18T07:56:46Z	UCF4Wxdo3inmxP-Y59wXDsFw	#Shorts /생존자 8명 구조 성과..한국 긴급구호대 1진 귀국 (2023.02.18/MBC News)	https://i.ytimg.com/vi/fnSpz3i1A7Y/hqdefault.jpg	MBCNEWS	['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news']	PT1M	29946	545.0	0	63.0	['https://en.wikipedia.org/wiki/Society']
