etag	id	date	channel	title	thumb_url	ch_title	tags	duration	view	likes	favorites	comments	topcs
FQZnfvGVHMlq83J4ly10kfzZK1k	C0Mu1Ajuxwg	2022-11-24T08:00:05Z	UCcQTRi69dsVYHN3exePtZ1A	"""81세면 돌아가실 나이""…한 시의원 발언 논란 #shorts"	https://i.ytimg.com/vi/C0Mu1Ajuxwg/hqdefault.jpg	KBS News	['한민수', '인천시의원', '막말', '시의원', '인천시', '노동자', '청소원', '81세', '경로당', '고령자', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT38S	8314	84.0	0	43.0	['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']
BgsJk26Juc1Ea0tPxEElqhefvgs	BoC4VdQcOHo	2022-11-24T04:00:03Z	UCcQTRi69dsVYHN3exePtZ1A	출입문 열고 내달린 지하철 7호선 열차 #shorts	https://i.ytimg.com/vi/BoC4VdQcOHo/hqdefault.jpg	KBS News	['출근길', '지하철', '서울교통공사', '7호선', '출입문', '열차', '중곡역', '뚝섬유원지역', '잠금장치', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT46S	76847	320.0	0	102.0	NA
DSvbErRcGdaVan7Auyk1H9RXayk	KNUUsrNTfVE	2022-11-23T10:00:15Z	UCcQTRi69dsVYHN3exePtZ1A	매우 심각해진 이란 상황…유엔도 깊은 우려 #shorts	https://i.ytimg.com/vi/KNUUsrNTfVE/hqdefault.jpg	KBS News	['이란', '히잡', 'MahsaAmini', 'Amini', '반정부시위', '시위', '인권', 'Iran_silent', '쇼츠', '세로동영상']	PT1M	9044	119.0	0	6.0	['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']
Z39R8Ur-0Y1IfIBKuwgYoV7BO-k	0tYVbKj55OQ	2022-11-23T08:00:01Z	UCcQTRi69dsVYHN3exePtZ1A	'전기차 vs 내연기관' 멀미 테스트 해보니 #shorts	https://i.ytimg.com/vi/0tYVbKj55OQ/hqdefault.jpg	KBS News	['전기차', '멀미', '실험', '급가속', '급감속', '제로백', '회생제동', '승차감', '테슬라', '아이오닉', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	6039	70.0	0	13.0	['https://en.wikipedia.org/wiki/Vehicle']
ypVXG9yg1I54ABcHzQQ_qUd5Utw	CZJmtA5ioB0	2022-11-23T02:00:03Z	UCcQTRi69dsVYHN3exePtZ1A	경찰 믿었었는데...암행순찰차에 배신 당한 시민들 #shorts	https://i.ytimg.com/vi/CZJmtA5ioB0/hqdefault.jpg	KBS News	['경찰', '암행순찰차', '고속도로', '화재', '경찰청', '교통사고', '버스기사', '112', '쇼츠', '세로동영상']	PT59S	2899553	29658.0	0	9368.0	NA
oSDrcbMz8j8iYhGGs8OxbaBMPjY	vlTqOPlssxw	2022-11-22T08:52:08Z	UCcQTRi69dsVYHN3exePtZ1A	이태원 참사 유족…눈물의 첫 기자회견 #shorts	https://i.ytimg.com/vi/vlTqOPlssxw/hqdefault.jpg	KBS News	['이태원참사', '유가족', '유족', '이태원', '이태원_참사', '민변', '참사', '기자회견', '윤석열', '이상민', '용산경찰서', '용산구청장', '박희영', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	21768	520.0	0	466.0	['https://en.wikipedia.org/wiki/Society']
nDZMPRiKp1hyi11xvtv58K0O6wk	OOboq9aOdxI	2022-11-22T04:00:05Z	UCcQTRi69dsVYHN3exePtZ1A	배달 음식 받으려다 폭행 당하고 결박 당한 중국 여성 #shorts	https://i.ytimg.com/vi/OOboq9aOdxI/hqdefault.jpg	KBS News	['중국', '베이징', '코로나19', '제로_코로나', '광저우', '시진핑', '봉쇄', '폭행', '결박', '마스크', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	7013	62.0	0	11.0	['https://en.wikipedia.org/wiki/Society']
pZtP2D1V_gsCdkllSauuAhZkXaI	Dm7hOQ12F-Y	2022-11-21T09:00:09Z	UCcQTRi69dsVYHN3exePtZ1A	"""이번 겨울 공기 최악일 듯""…비상 걸린 대한민국 #shorts"	https://i.ytimg.com/vi/Dm7hOQ12F-Y/hqdefault.jpg	KBS News	['미세먼지', '중국', '가뭄', '석탄', '전력난', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	9460	108.0	0	23.0	NA
_VdDjImY8QCVn8ceSP_wSgpb3RI	4Fb3gFjLd1U	2022-11-21T07:00:01Z	UCcQTRi69dsVYHN3exePtZ1A	"윤 대통령 '출근길 문답' 중단…""불미스러운 사태로 지속 불가"" #shorts"	https://i.ytimg.com/vi/4Fb3gFjLd1U/hqdefault.jpg	KBS News	['MBC', 'MBC기자', '윤석열', '대통령', '대통령실', '도어스테핑', '설전', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	10781	184.0	0	106.0	['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']
-v6xO0xBwns3PrKlNLuqyloqHFY	Ciici2IffpQ	2022-11-21T02:32:50Z	UCcQTRi69dsVYHN3exePtZ1A	맨유에 독설 쏟아낸 호날두…포르투갈 대표팀은 가시방석 #shorts	https://i.ytimg.com/vi/Ciici2IffpQ/hqdefault.jpg	KBS News	['카타르 월드컵', '월드컵', '호날두', '손흥민', '포르투갈', '축구', 'RONALDO', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT55S	26070	140.0	0	15.0	['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']
L7lDzz967iDuVARQON0f4TpYT6c	KYGE73EFQNE	2022-11-18T09:00:12Z	UCcQTRi69dsVYHN3exePtZ1A	어린 코끼리가 뒤에서 슬금슬금 '방송 사고' #shorts	https://i.ytimg.com/vi/KYGE73EFQNE/hqdefault.jpg	KBS News	['코끼리', '방송사고', '장난기', '케냐', '밀렵', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	14832	202.0	0	13.0	NA
RAWvh7Z43LPN7MsQUBsuHFLkaF4	Nq44rGPNtW8	2022-11-18T06:24:02Z	UCcQTRi69dsVYHN3exePtZ1A	MBC 기자·대통령실 비서관 설전 #shorts	https://i.ytimg.com/vi/Nq44rGPNtW8/hqdefault.jpg	KBS News	['MBC', 'MBC기자', '대통령실', '이기정', '비서관', '전용기', '도어스테핑', '언론_탄압', '윤석열', '대통령', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	137732	5648.0	0	1612.0	['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']
rIP3VGgG4--pfXnoYXdZZBOTd38	A05zl7gw1y4	2022-11-18T03:00:09Z	UCcQTRi69dsVYHN3exePtZ1A	신림선 또 고장...퇴근 시간 1시간 반 운행 중지 #shorts	https://i.ytimg.com/vi/A05zl7gw1y4/hqdefault.jpg	KBS News	['신림선', '고장', '퇴근시간', '궤도 이상', '시민 불편', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT58S	7903	72.0	0	5.0	NA
TdhruSdX1XK4QZqD82sXeHtpSP0	TchMWDoJsCE	2022-11-17T08:00:13Z	UCcQTRi69dsVYHN3exePtZ1A	마사지 업소 영업 장부·업주 휴대전화…압수해서 보니 #shorts	https://i.ytimg.com/vi/TchMWDoJsCE/hqdefault.jpg	KBS News	['단속', '공무원', '경찰', '공직자', '휴대전화', '장부', '마사지', '교사', '공직사회', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	9980	87.0	0	30.0	NA
q8yf68FC6Db0dVBrRUZjZhCJgYM	7S9yg3T8070	2022-11-17T06:00:02Z	UCcQTRi69dsVYHN3exePtZ1A	"""너랑 나랑 같이 빠져 죽자"" 제주 어느 마을의 격한 충돌 #shorts"	https://i.ytimg.com/vi/7S9yg3T8070/hqdefault.jpg	KBS News	['제주도', '해루질', '해녀', '한림읍', '동호인', '어촌계', '수산물', '서귀포시', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	11270	105.0	0	70.0	NA
EVCIjslbuO0OJqy3TcO5-MF0rZE	NhyqGiEzG4A	2022-11-17T02:30:06Z	UCcQTRi69dsVYHN3exePtZ1A	LA에서 한인 승무원 흉기 피습 중태 #shorts	https://i.ytimg.com/vi/NhyqGiEzG4A/hqdefault.jpg	KBS News	['승무원', '흉기 피습', '중태', '미국 로스앤젤레스', '용의자', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT49S	19660	135.0	0	15.0	['https://en.wikipedia.org/wiki/Society']
H0D2M5nebRonGXB19VmXrFgKzhI	1HvYyhofRag	2022-11-16T05:00:00Z	UCcQTRi69dsVYHN3exePtZ1A	'게임에서만 가능한 줄 알았는데' 감탄할 수밖에 없는 챔피언의 클래스 #shorts	https://i.ytimg.com/vi/1HvYyhofRag/hqdefault.jpg	KBS News	['파비오윔버', '자전거', '묘기', '비디오게임', '골목길', '프랑스', 'FabioWibmer', 'KBS', 'KBSNEWS', 'KBS뉴스', 'shorts', '지중해', '곡예 주행']	PT1M	7850	78.0	0	9.0	['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
_0bn936DAn_gampJYd5P4jkq_BE	dEwbF7MI1HE	2022-11-16T03:00:24Z	UCcQTRi69dsVYHN3exePtZ1A	불이 붙은 차량, 운전자는 의식을 잃었는데… #shorts	https://i.ytimg.com/vi/dEwbF7MI1HE/hqdefault.jpg	KBS News	['용감한시민', '영웅', '화재', '야구방망이', '소방관', '감사장', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', 'shorts', '쇼츠']	PT1M	8038	156.0	0	21.0	NA
3bVW-cga3uAyLcrNqCnvmLsJrb0	y0zGxiUbkXw	2022-11-15T06:00:18Z	UCcQTRi69dsVYHN3exePtZ1A	지구상 가장 놀라운 광경 중 하나 '홍게 대이동'#shorts	https://i.ytimg.com/vi/y0zGxiUbkXw/hqdefault.jpg	KBS News	['호주', '크리스마스섬', '우기', '홍게', '장관', '절경', '쇼츠', '세로동영상']	PT59S	6484	75.0	0	16.0	NA
hzyzebZs_uCO1uGoOcedRWnmh7c	VWEAKXcVTEk	2022-11-15T02:00:08Z	UCcQTRi69dsVYHN3exePtZ1A	러시아-미국, 앙카라서 첫 고위급 대면 접촉 #shorts	https://i.ytimg.com/vi/VWEAKXcVTEk/hqdefault.jpg	KBS News	['러시아', '미국', '정보기관', '대면 접촉', '우크라이나 사태', '쇼츠', '세로동영상', '앙카라', '튀르키예']	PT50S	6296	60.0	0	2.0	['https://en.wikipedia.org/wiki/Society']
95LyAB1hYJahyG_GBbN90W-35-8	dbwxlb-V08M	2022-11-14T07:00:23Z	UCcQTRi69dsVYHN3exePtZ1A	취업시켜준다더니…감금, 폭행에 결국 사망 #shorts	https://i.ytimg.com/vi/dbwxlb-V08M/hqdefault.jpg	KBS News	['타이완', '취업사기', '감금', '폭행', '사망', '쇼츠', '세로영상']	PT35S	14860	80.0	0	4.0	NA
xpI_3vVXC_eQ9_DlC9F49tR-oR8	Urjo62MWZGw	2022-11-11T02:00:09Z	UCcQTRi69dsVYHN3exePtZ1A	중국 한 대학에서 벌어진 ‘3만 명 집단 탈출극’ #shorts	https://i.ytimg.com/vi/Urjo62MWZGw/hqdefault.jpg	KBS News	['KBS', 'KBS NEWS', 'KBS뉴스', 'shorts', '중국', '봉쇄', '대학생', '허난성', '코로나19', '탈출', '방학', '대학', '집단 탈출']	PT46S	22561	148.0	0	21.0	NA
RlJszdKNJTzOmcWQcmLaMRfCP68	JHfeLivgTDY	2022-11-10T02:30:05Z	UCcQTRi69dsVYHN3exePtZ1A	찰스 3세 국왕 부부, 달걀 투척 공격받아…범인 잡고 보니#shorts	https://i.ytimg.com/vi/JHfeLivgTDY/hqdefault.jpg	KBS News	['영국', '찰스3세', '카밀라', '왕비', '달걀투척', '소동', '경호원', '공격', '세로동영상', '쇼츠']	PT34S	20383	159.0	0	18.0	NA
YhnKakoFUGL6jbxAkvKPPF4Vr4s	RH8rh4RDNWA	2022-11-09T07:35:05Z	UCcQTRi69dsVYHN3exePtZ1A	중국 차세대 스텔스기 하늘 가르다 #shorts	https://i.ytimg.com/vi/RH8rh4RDNWA/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts', '중국', '주하이에어쇼', '스텔스기', '공중급유기', '드론', '전투기']	PT43S	185659	804.0	0	464.0	NA
YIocJnQcTAbYddTfMAvpGgJk9hU	vStCgxjW7RU	2022-11-08T02:30:21Z	UCcQTRi69dsVYHN3exePtZ1A	"""정국 모자 천만 원""…황당한 판매자 정체 #shorts"	https://i.ytimg.com/vi/vStCgxjW7RU/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '자막뉴스', 'BTS', '정국', '모자', '중고거래', '외교부', '서초경찰서', '방탄소년단']	PT45S	4556	44.0	0	7.0	NA
j9Mox1pdpHPcCMrIUzS3UhATFCA	rZTauffC7_A	2022-11-07T01:33:37Z	UCcQTRi69dsVYHN3exePtZ1A	무궁화호 탈선에 출근길 '혼란' #shorts	https://i.ytimg.com/vi/rZTauffC7_A/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts', '영등포역', '무궁화호', '탈선', '열차탈선', '열차지연']	PT57S	6299	73.0	0	8.0	NA
zd96_A4s8WvVZz0TsPNXWcFzK_A	PYT9aB7zRjI	2022-11-04T08:52:25Z	UCcQTRi69dsVYHN3exePtZ1A	커리? 하든?..여자농구 키아나의 스텝백 3점 #shorts	https://i.ytimg.com/vi/PYT9aB7zRjI/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts', '키아나', '여자농구', '여자프로농구', '여자프로농구 신인', '삼성생명']	PT47S	54773	801.0	0	63.0	['https://en.wikipedia.org/wiki/Basketball', 'https://en.wikipedia.org/wiki/Sport']
PuvZHYCllwecfxV5Kg4aINHxS1o	7Dp_Ln0KE7Y	2022-11-04T07:14:32Z	UCcQTRi69dsVYHN3exePtZ1A	용산구청장은 어디에 있었나? #shorts	https://i.ytimg.com/vi/7Dp_Ln0KE7Y/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '자막뉴스', '이태원참사', '박희영', '용산구청장', '이태원', '핼러윈', '쇼츠', 'shorts']	PT1M	8358	134.0	0	28.0	NA
COSlfNdZZSNcrF4hgbOY1zrqmmY	heEq_C7AqYM	2022-11-03T08:03:24Z	UCcQTRi69dsVYHN3exePtZ1A	배구공 깨무는 '월클' 김연경은 도구를 사용하는 '호모 파베르'… #shorts	https://i.ytimg.com/vi/heEq_C7AqYM/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts', '김연경', '여자배구', '국내리그']	PT51S	10014	112.0	0	10.0	['https://en.wikipedia.org/wiki/Sport', 'https://en.wikipedia.org/wiki/Volleyball']
0-2cTn6QnIV594I1vYuhtofmoxo	2TFj3BhVYFI	2022-11-03T06:00:01Z	UCcQTRi69dsVYHN3exePtZ1A	애도 기간에 제주도 간 의원님들 #shorts	https://i.ytimg.com/vi/2TFj3BhVYFI/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts', '이태원참사', '국가애도기간', '하동군의회', '경남하동', '제주도연수']	PT41S	15032	178.0	0	61.0	NA
uusoVBjJnHGlSzcORhgPE2EoHsQ	mvoTbSViU0M	2022-11-02T06:30:16Z	UCcQTRi69dsVYHN3exePtZ1A	북 미사일, 분단 후 처음 우리 영해 근접 #shorts	https://i.ytimg.com/vi/mvoTbSViU0M/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts', '북한', '미사일', 'NLL', '북방한계선', '공해', '영해', '국방부', '합동참모본부']	PT59S	18674	153.0	0	34.0	['https://en.wikipedia.org/wiki/Society']
j2vYdZLLwe9jIxFsvpap9xhEHJw	fKsPsz3S3HQ	2022-11-01T05:00:28Z	UCcQTRi69dsVYHN3exePtZ1A	'봉쇄 못 참아'…걷고 넘어 '위험한 탈출' #shorts	https://i.ytimg.com/vi/fKsPsz3S3HQ/hqdefault.jpg	KBS News	['중국', '코로나19', '애플', '아이폰', '폭스콘', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT59S	8915	77.0	0	5.0	NA
tXjvgX5nVnXmbxYqVSksYWWXlt8	i2OutEheXZ8	2022-10-31T04:30:20Z	UCcQTRi69dsVYHN3exePtZ1A	"""순식간에 떠밀리고 깔렸다"" #shorts"	https://i.ytimg.com/vi/i2OutEheXZ8/hqdefault.jpg	KBS News	['KBS', 'KBS NEWS', 'NEWS', 'KBS뉴스', 'shorts', '이태원참사', '핼러윈', '이태원', '압사', '깔림', '사고', 'halloween']	PT47S	17096	121.0	0	41.0	NA
AEb8m5NKMbhsM3Rcm4qTY89bXYw	6b1majofvrk	2022-10-27T07:05:17Z	UCcQTRi69dsVYHN3exePtZ1A	제주 밤하늘에 뜬 수십 개의 '빛기둥'...정체가 뭐죠? #shorts	https://i.ytimg.com/vi/6b1majofvrk/hqdefault.jpg	KBS News	['빛기둥', '제주도', '제주도하늘', '집어등', '신기한 현상', 'Light Pillar', '신기루', '밤하늘', '하늘영상', 'KBS', 'KBSNEWS', '쇼츠', '세로동영상']	PT51S	9326	146.0	0	25.0	NA
pLGqU8ENWZ3X27L5_Lmb4U1vKOc	F26tPFlbMGk	2022-10-26T07:03:23Z	UCcQTRi69dsVYHN3exePtZ1A	"중고 사이트에 ""BTS 정국이 썼던 모자 팝니다""…게시자는 외교부 직원? #shorts / KBS 2022.10.26."	https://i.ytimg.com/vi/F26tPFlbMGk/hqdefault.jpg	KBS News	['BTS', 'jungkook', '정국모자', '방탄소년단', '중고거래', '외교부 직원', '번개장터', '모자 천만원', '쇼츠', '세로동영상', 'shorts', '천만원']	PT56S	6722	71.0	0	14.0	NA
JMoKD92aVOT9KD3clQFc9MptX_k	QqAJtQX6onk	2022-10-25T06:15:44Z	UCcQTRi69dsVYHN3exePtZ1A	'러버덕' 덕분에 매출 늘었다…석촌호수 주변 상인들 '들썩'  #shorts / KBS 2022.10.25	https://i.ytimg.com/vi/QqAJtQX6onk/hqdefault.jpg	KBS News	['러버덕', '석촌호수', '신세계백화점', '신세계 외벽 영상물', '외부효과', '데이트장소', '잠실데이트', '마케팅', '쇼츠', '세로동영상', 'shorts']	PT51S	5563	54.0	0	2.0	NA
ITbwUoO5wa_rfOz3SqkPA7Pmw3c	toO0-3BqWeQ	2022-10-24T05:31:55Z	UCcQTRi69dsVYHN3exePtZ1A	거제포로수용소 모노레일에 불, 운영 중단…충전중이었다는데 이유가? #shorts	https://i.ytimg.com/vi/toO0-3BqWeQ/hqdefault.jpg	KBS News	['거제포로수용소', '화재', '모노레일', '충전 중', '승하차장', '포로수용소유적공원', '운영 중단', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT42S	6535	39.0	0	1.0	NA
8MnBQmqC_4msC-mnVkX_a88iFKk	JTqPVFy8gRY	2022-10-21T05:00:07Z	UCcQTRi69dsVYHN3exePtZ1A	"""7년을 기다렸다"" 설악 흘림골 단풍 절정...탐방객 '탄성' #shorts"	https://i.ytimg.com/vi/JTqPVFy8gRY/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts', '단풍', '설악산', '흘림골', '산행', '등산']	PT1M	5997	63.0	0	2.0	['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
caGIZQU9wfVTs6MKjoUa4f5J6PM	5aWC9CUOaPE	2022-10-20T04:00:04Z	UCcQTRi69dsVYHN3exePtZ1A	휴게소로 무섭게 돌진한 차량에 1명 사망...65살 운전자 '급발진' 주장 #shorts	https://i.ytimg.com/vi/5aWC9CUOaPE/hqdefault.jpg	KBS News	['휴게소', '급발진', '교통사고', '사망사고', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', 'shorts', '쇼츠']	PT1M	13813	81.0	0	21.0	NA
Y7Rp5X88SKhK9D6G4B7ABTQ-UIk	vI6Pf3TXMX4	2022-10-19T07:02:35Z	UCcQTRi69dsVYHN3exePtZ1A	BTS 군 입대에 외신도 주목 #shorts	https://i.ytimg.com/vi/vI6Pf3TXMX4/hqdefault.jpg	KBS News	['BTS', '방탄소년단', '군대', '입대', '국방부', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', 'shorts', '쇼츠']	PT46S	5486	110.0	0	12.0	['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']
G3joRx9kLsO2sskWbbxKfZ7LkbA	AU3M_sy-esA	2022-10-17T02:00:04Z	UCcQTRi69dsVYHN3exePtZ1A	"""서로 때려라"" 싸움 강요한 무서운 중학생들...그런데 징계는? #shorts"	https://i.ytimg.com/vi/AU3M_sy-esA/hqdefault.jpg	KBS News	['학교폭력', '폭행', '교육청', '학폭위', '출석정지', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	7808	71.0	0	20.0	NA
BIdDiWmOl8AkjOu5quWd8VxeUc4	a1ileB9kPdI	2022-10-13T02:00:01Z	UCcQTRi69dsVYHN3exePtZ1A	'돈자랑' 유튜버 집 털려다...'어랏, 이 집이 아니네!' #shorts	https://i.ytimg.com/vi/a1ileB9kPdI/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts', '유튜버', '카지노', '절도', '돈자랑', '경찰', '부산경찰']	PT52S	14714	89.0	0	15.0	NA
PEWZjcI_envDYCEpXGruc12p3b4	Ky297uGBtR8	2022-10-12T06:00:05Z	UCcQTRi69dsVYHN3exePtZ1A	"美 ""우크라에 첨단 미사일 방어체계 지원"" #shorts"	https://i.ytimg.com/vi/Ky297uGBtR8/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts', '우크라이나', '러시아', '공습', '미국', '나삼스', '미사일', '드론', '항공기', '방어체계']	PT38S	13054	100.0	0	7.0	['https://en.wikipedia.org/wiki/Society']
bytuYBVq-mRQvqN_68P9ludPz7Y	PsUjTJwvJbQ	2022-10-11T06:30:08Z	UCcQTRi69dsVYHN3exePtZ1A	서울 잠원동서 50대 권총에 맞아 #shorts	https://i.ytimg.com/vi/PsUjTJwvJbQ/hqdefault.jpg	KBS News	['kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts', '잠원동', '권총', '총기', '경찰', '수사']	PT41S	11378	81.0	0	8.0	NA
XYdtFIqKvf7uDTwMnf7hcgrS8r8	Y3v59J6Gxn0	2022-10-07T01:30:06Z	UCcQTRi69dsVYHN3exePtZ1A	이준석 '당원권 정지 1년 추가' 중징계… 권성동 '엄중 경고' #shorts	https://i.ytimg.com/vi/Y3v59J6Gxn0/hqdefault.jpg	KBS News	['이준석', '가처분 결정', '윤리위', '국민의힘', '추가 징계', '법원', '쇼츠', '세로동영상', 'kbs', 'kbsnews']	PT53S	13040	134.0	0	60.0	NA
BzGMr1w1SbOOmbpnQfmQvkjefZo	wubuZ0RcLaA	2022-10-06T01:30:10Z	UCcQTRi69dsVYHN3exePtZ1A	"""인삼인 줄 먹었다가 병원행""…독초 미국자리공 '주의'#shorts"	https://i.ytimg.com/vi/wubuZ0RcLaA/hqdefault.jpg	KBS News	['인삼', '미국자리공', '복통', '병원', '야생식물', '독초', '인삼밭', '구토', '쇼츠', '세로동영상']	PT53S	9181	86.0	0	6.0	NA
w254Uq2i0XgZC6W2074N0cufwpc	fqeui36l_R4	2022-10-05T01:30:12Z	UCcQTRi69dsVYHN3exePtZ1A	북 중거리탄도미사일 일본 통과…한미, 대응 타격훈련 #shorts	https://i.ytimg.com/vi/fqeui36l_R4/hqdefault.jpg	KBS News	['북한', '중거리탄도 미사일', '일본', '한미 대응', '합동참모본부', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '쇼츠', 'shorts']	PT1M	21205	155.0	0	20.0	['https://en.wikipedia.org/wiki/Society']
aom2f9aWpNMy2YdHNwS1dOiU9O0	6G99m_8uPOE	2022-10-04T07:30:00Z	UCcQTRi69dsVYHN3exePtZ1A	"파키스탄 '대홍수' 한달째인데...""안빠진 물 썩어가요"" #shorts"	https://i.ytimg.com/vi/6G99m_8uPOE/hqdefault.jpg	KBS News	['KBS', 'KBS NEWS', 'KBS 뉴스', 'NEWS', 'shorts', '파키스탄', '홍수', '구호', '자연재해', '기후위기', '전염병', '침수', '썩은 물']	PT46S	10144	94.0	0	20.0	NA
T3irCC9kHvQ0Xmz_elXdl7QArTI	Bebtr3l06VI	2023-02-27T00:56:10Z	UCkinYTS9IHqOEwR1Sze2JTw	"'소음 갈등' 옆방 주민 살해…""CCTV 영상 삭제 시도"" (링크는 댓글에)"	https://i.ytimg.com/vi/Bebtr3l06VI/hqdefault.jpg	SBS 뉴스	['SBS NEWS', 'SBS뉴스', 'sbs뉴스', 'sbs8뉴스', '에스비에스', 'sbs 뉴스', 'SBS', '실시간', 'sbs 실시간', 'SBS 8뉴스', 'SBS 8시뉴스', 'SBS LIVE', 'sbs live', 'sbs 생중계', 'sbs 온에어', 'SBS 모닝와이드', 'sbs모바일24', '모바일24', 'sbsmobile24', 'sbs24시', 'sbs라이브']	PT38S	2825	26.0	0	2.0	NA
fTS_XEj-eSWXn-wyU408rJsolz8	zBl02fMjAx8	2023-02-27T00:50:59Z	UCkinYTS9IHqOEwR1Sze2JTw	[날씨] 아침엔 쌀쌀하지만 경주는 17도까지 2/27(월)	https://i.ytimg.com/vi/zBl02fMjAx8/hqdefault.jpg	SBS 뉴스	['SBS NEWS', 'SBS뉴스', 'sbs뉴스', 'sbs8뉴스', '에스비에스', 'sbs 뉴스', 'SBS', '실시간', 'sbs 실시간', 'SBS 8뉴스', 'SBS 8시뉴스', 'SBS LIVE', 'sbs live', 'sbs 생중계', 'sbs 온에어', 'SBS 모닝와이드', 'sbs모바일24', '모바일24', 'sbsmobile24', 'sbs24시', 'sbs라이브']	PT25S	783	14.0	0	0.0	NA
