index	videoId	title	thumbnails	viewCount	frame0Thumbnails	timestamp	channelHandle	channelId	channelTitle	channelThumbnails	duration
11	OkruAb-cVlM	#Shorts / [이 시각 세계] 미국 세인트루이스 고교서 총격 발생 (2022.10.25/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/OkruAb-cVlM/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBO1lfSLC_wAZV7szYGlxHoG1BwAQ', 'width': 405, 'height': 720}]	8200	[{'url': 'https://i.ytimg.com/vi/OkruAb-cVlM/frame0.jpg', 'width': 720, 'height': 1280}]						29 seconds
12	8vwH99j7itk	"#Shorts / [신선한 경제] 수도권 7만여 가구 ""2년 전보다 전세가 하락"" (2022.10.25/뉴스투데이/MBC)"	[{'url': 'https://i.ytimg.com/vi/8vwH99j7itk/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDAT3KzBZWrwEJwmwQNQGSHGCWRVw', 'width': 405, 'height': 720}]	2700	[{'url': 'https://i.ytimg.com/vi/8vwH99j7itk/frame0.jpg', 'width': 720, 'height': 1280}]						26 seconds
13	F6iCHQLVqvg	#Shorts / [와글와글] 한복 입고 부채춤' 문화가 중국 전통이라니‥ (2022.10.25/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/F6iCHQLVqvg/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDAA-wJTdcca6boIvZcM99bCarX4A', 'width': 405, 'height': 720}]	2500	[{'url': 'https://i.ytimg.com/vi/F6iCHQLVqvg/frame0.jpg', 'width': 720, 'height': 1280}]						50 seconds
14	0Wg9Yijhekc	#Shorts / [이 시각 세계] 멕시코에 허리케인 상륙‥피해 속출 (2022.10.25/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/0Wg9Yijhekc/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLAzNRWQ0-qtL4TVSUljRFyMc8CtGQ', 'width': 405, 'height': 720}]	2300	[{'url': 'https://i.ytimg.com/vi/0Wg9Yijhekc/frame0.jpg', 'width': 720, 'height': 1280}]						37 seconds
15	drootltvowU	#Shorts / 모네 작품에 으깬 감자‥'명화 테러', 이유는? (2022.10.25/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/drootltvowU/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLCRS5cgsjBckIZMK6dseLQw3mTyuA', 'width': 405, 'height': 720}]	4700	[{'url': 'https://i.ytimg.com/vi/drootltvowU/frame0.jpg', 'width': 720, 'height': 1280}]						52 seconds
16	p7wACDIrwtY	#Shorts / 이번엔 '원전'?‥전기차 이어 또 '암초'되나 (2022.10.25/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/p7wACDIrwtY/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLCfFLriFX-UCHKyc02Jp9PdTqggdQ', 'width': 405, 'height': 720}]	3400	[{'url': 'https://i.ytimg.com/vi/p7wACDIrwtY/frame0.jpg', 'width': 720, 'height': 1280}]						55 seconds
17	mWPLk2mq34E	"#Shorts / ""SPC 측, 장례식장서 합의금 제시"" 어머니의 분노 (2022.10.24/뉴스데스크/MBC)"	[{'url': 'https://i.ytimg.com/vi/mWPLk2mq34E/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBl2uO9CFRZABuSwbk2P8xxJsrGAA', 'width': 405, 'height': 720}]	6200	[{'url': 'https://i.ytimg.com/vi/mWPLk2mq34E/frame0.jpg', 'width': 720, 'height': 1280}]						57 seconds
18	0XxGXyC6g6A	"#Shorts / 김진태 ""혼란 초래해 유감""‥여당에서도 ""신중하게 처리했어야"" (2022.10.24/뉴스데스크/MBC)"	[{'url': 'https://i.ytimg.com/vi/0XxGXyC6g6A/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDYkxbl8nmbXNq5Euc4oCiJbIjUMA', 'width': 405, 'height': 720}]	12000	[{'url': 'https://i.ytimg.com/vi/0XxGXyC6g6A/frame0.jpg', 'width': 720, 'height': 1280}]						54 seconds
19	uBOevPGTGMk	#Shorts / '레고랜드발 시장 경색'에‥2050억 피하려다 50조로 대처 (2022.10.24/뉴스데스크/MBC)	[{'url': 'https://i.ytimg.com/vi/uBOevPGTGMk/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBMg0qFZECBjwADr5duUDyn5pGXTQ', 'width': 405, 'height': 720}]	39000	[{'url': 'https://i.ytimg.com/vi/uBOevPGTGMk/frame0.jpg', 'width': 720, 'height': 1280}]						59 seconds
20	UYOfSx5eP2U	"#Shorts / 세 번째 시도만에 가까스로 착륙‥공포의 1시간 ""죽을 수도 있겠다"" (2022.10.24/뉴스데스크/MBC)"	[{'url': 'https://i.ytimg.com/vi/UYOfSx5eP2U/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDpI-brwT-Pjy1ehkI_skf3OAIKnA', 'width': 405, 'height': 720}]	2800000	[{'url': 'https://i.ytimg.com/vi/UYOfSx5eP2U/frame0.jpg', 'width': 720, 'height': 1280}]						57 seconds
21	L6zeXJwgTGM	#Shorts / [날씨] 한낮 기온 15도 안팎‥내일 아침 오늘보다 더 추워 (2022.10.24/뉴스외전/MBC)	[{'url': 'https://i.ytimg.com/vi/L6zeXJwgTGM/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLAXJpiFrE_aG3GIO7LA5SeNdqBjag', 'width': 405, 'height': 720}]	4000	[{'url': 'https://i.ytimg.com/vi/L6zeXJwgTGM/frame0.jpg', 'width': 720, 'height': 1280}]						56 seconds
22	JghX6XLfZ2s	#Shorts / [문화연예 플러스] 극장가 보릿고개‥하루 관객 1만 명대 (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/JghX6XLfZ2s/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLAWog6A0jPVCZnysPPmIM23j96BLA', 'width': 405, 'height': 720}]	5100	[{'url': 'https://i.ytimg.com/vi/JghX6XLfZ2s/frame0.jpg', 'width': 720, 'height': 1280}]						31 seconds
23	803oLoOp_Dc	"#Shorts / [와글와글] ""관광객들, 옷 좀 입어주세요""‥섬나라 쿡제도의 호소 (2022.10.24/뉴스투데이/MBC)"	[{'url': 'https://i.ytimg.com/vi/803oLoOp_Dc/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBgTHZ4n2-JXsHCNTCp4KxhU_3Vzg', 'width': 405, 'height': 720}]	10000	[{'url': 'https://i.ytimg.com/vi/803oLoOp_Dc/frame0.jpg', 'width': 720, 'height': 1280}]						38 seconds
24	THJit-_zA1g	#Shorts / [이 시각 세계] 스페인 마드리드 도심에서 '양떼 행렬' (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/THJit-_zA1g/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBk4JCQ192Lc4NqgsPY0JhM6zfHvg', 'width': 405, 'height': 720}]	4400	[{'url': 'https://i.ytimg.com/vi/THJit-_zA1g/frame0.jpg', 'width': 720, 'height': 1280}]						22 seconds
25	SfZ858LHAh0	#Shorts / [와글와글] 이탈리아 유명 성당에서 '알몸 촬영'한 관광객 (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/SfZ858LHAh0/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDC222OmUYdJudgzh4SgzfWIHWmaw', 'width': 405, 'height': 720}]	6400	[{'url': 'https://i.ytimg.com/vi/SfZ858LHAh0/frame0.jpg', 'width': 720, 'height': 1280}]						46 seconds
26	biSdCV1xvLc	#Shorts / [이 시각 세계] 인도 중부에서 버스·트럭 3중 충돌 (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/biSdCV1xvLc/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLA0nnA4szunMVjFadvWROForhrCRA', 'width': 405, 'height': 720}]	3600	[{'url': 'https://i.ytimg.com/vi/biSdCV1xvLc/frame0.jpg', 'width': 720, 'height': 1280}]						26 seconds
27	2E86ykINjIM	#Shorts / [문화연예 플러스] 가상 아이돌 그룹, 홍대 앞에서 '버스킹' (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/2E86ykINjIM/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLAblBd84j2iYTq7jegxmvuNGd9rdg', 'width': 405, 'height': 720}]	4700	[{'url': 'https://i.ytimg.com/vi/2E86ykINjIM/frame0.jpg', 'width': 720, 'height': 1280}]						41 seconds
28	UaLqLJ9LQFk	#Shorts / [와글와글] '부실 급식' 태국 유치원장 징역 385년형 (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/UaLqLJ9LQFk/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDxtvqvoAK73bcAxlyF-8xCqrWskw', 'width': 405, 'height': 720}]	4200	[{'url': 'https://i.ytimg.com/vi/UaLqLJ9LQFk/frame0.jpg', 'width': 720, 'height': 1280}]						59 seconds
29	Ml0BchJ82no	"#Shorts / [문화연예 플러스] 이정재 ""스타워즈 촬영 곧 시작"" (2022.10.24/뉴스투데이/MBC)"	[{'url': 'https://i.ytimg.com/vi/Ml0BchJ82no/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDnVi64Fj3qddGnGOCTdbZhVZtydg', 'width': 405, 'height': 720}]	4800	[{'url': 'https://i.ytimg.com/vi/Ml0BchJ82no/frame0.jpg', 'width': 720, 'height': 1280}]						29 seconds
30	dKPmgM5YWC4	#Shorts / [이 시각 세계] 무함마드 사우디 왕세자, 건강이상설 (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/dKPmgM5YWC4/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBGDxLveOtPkavjgJY-ce3NDVNcVA', 'width': 405, 'height': 720}]	4400	[{'url': 'https://i.ytimg.com/vi/dKPmgM5YWC4/frame0.jpg', 'width': 720, 'height': 1280}]						37 seconds
31	ljSwsj3uhpU	#Shorts / [문화연예 플러스] 김연아♥고우림, 비공개 결혼식 사진 공개 (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/ljSwsj3uhpU/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBdDuoQgzpMaRPgw5sJVI4iYpSaqQ', 'width': 405, 'height': 720}]	16000	[{'url': 'https://i.ytimg.com/vi/ljSwsj3uhpU/frame0.jpg', 'width': 720, 'height': 1280}]						44 seconds
32	qkdyJsIKyfw	#Shorts / [와글와글] 옥스퍼드 영어사전 '한복(hanbok)' 단어 등재 (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/qkdyJsIKyfw/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLB4Xc5VFZtc4zuBByzv1H7SRFus_g', 'width': 405, 'height': 720}]	2100	[{'url': 'https://i.ytimg.com/vi/qkdyJsIKyfw/frame0.jpg', 'width': 720, 'height': 1280}]						49 seconds
33	2aMGRf_tzxc	#Shorts / [이 시각 세계] 칠레 고속도로에 쏟아진 돈다발 (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/2aMGRf_tzxc/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBer6KEXJGLpAs7wfrFjFvru39eLg', 'width': 405, 'height': 720}]	6900	[{'url': 'https://i.ytimg.com/vi/2aMGRf_tzxc/frame0.jpg', 'width': 720, 'height': 1280}]						25 seconds
34	k617MrypIIg	#Shorts / [와글와글] 'SPC 불매운동' 서울대생 글 시끌시끌 (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/k617MrypIIg/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDYPSBM6NZwlunvIlCnJPQX0MXsJQ', 'width': 405, 'height': 720}]	10000	[{'url': 'https://i.ytimg.com/vi/k617MrypIIg/frame0.jpg', 'width': 720, 'height': 1280}]						48 seconds
35	kL7bIokNrTU	#Shorts / [이 시각 세계] 러시아 전투기 또 주택가로 추락 (2022.10.24/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/kL7bIokNrTU/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBtLwMd1JWpupPr_BCMm_tH-J_UNw', 'width': 405, 'height': 720}]	5600	[{'url': 'https://i.ytimg.com/vi/kL7bIokNrTU/frame0.jpg', 'width': 720, 'height': 1280}]						33 seconds
36	hNQmTjNF0EA	2022년 10월 24일 (월) 오늘의 주요 뉴스 #Shorts	[{'url': 'https://i.ytimg.com/vi/hNQmTjNF0EA/hq720_2.jpg?sqp=-oaymwEkCJgDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLATW5VcapEpHYenOv6uj07T_Xq3nw', 'width': 408, 'height': 720}]	4200	[{'url': 'https://i.ytimg.com/vi/hNQmTjNF0EA/frame0.jpg', 'width': 610, 'height': 1076}]						59 seconds
37	Vl29od1OJGU	2022년 10월 22일 (토) 오늘의 주요 뉴스 #Shorts	[{'url': 'https://i.ytimg.com/vi/Vl29od1OJGU/hq720_2.jpg?sqp=-oaymwEkCJgDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLCalt0_swb3Ux8ef7pHI6dPoi-2PA', 'width': 408, 'height': 720}]	13000	[{'url': 'https://i.ytimg.com/vi/Vl29od1OJGU/frame0.jpg', 'width': 610, 'height': 1076}]						51 seconds
38	MgxDbVByOHc	#Shorts / [날씨] 중서부 공기 탁해, 주말에도 온화‥다음 주 반짝 추위 (2022.10.21/뉴스외전/MBC)	[{'url': 'https://i.ytimg.com/vi/MgxDbVByOHc/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBBE80gbUAp3xycQy5aXl5skTCLLQ', 'width': 405, 'height': 720}]	3700	[{'url': 'https://i.ytimg.com/vi/MgxDbVByOHc/frame0.jpg', 'width': 720, 'height': 1280}]						59 seconds
39	6xhLbgrt8RU	#Shorts / [와글와글] 700년 일본 사찰 화장실 문 '산산조각'‥무슨 일? (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/6xhLbgrt8RU/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLArlmW3kPkqjnPjIR0hi2fZoAqrZg', 'width': 405, 'height': 720}]	11000	[{'url': 'https://i.ytimg.com/vi/6xhLbgrt8RU/frame0.jpg', 'width': 720, 'height': 1280}]						39 seconds
40	Y0azV7XiQ5w	#Shorts / [문화연예 플러스] BTS 지민·슈가, 한국 관광 홍보 영상 참여 (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/Y0azV7XiQ5w/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLD3hWuqWTLk0dOfbLFfSrfpFGIdcA', 'width': 405, 'height': 720}]	5900	[{'url': 'https://i.ytimg.com/vi/Y0azV7XiQ5w/frame0.jpg', 'width': 720, 'height': 1280}]						50 seconds
41	r2_AHFoRxOg	#Shorts / [이 시각 세계] 혼자 버스 타는 개 '이클립스' (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/r2_AHFoRxOg/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLB-xuPCB9RAftCwx1U6jR0v2WDrfQ', 'width': 405, 'height': 720}]	6300	[{'url': 'https://i.ytimg.com/vi/r2_AHFoRxOg/frame0.jpg', 'width': 720, 'height': 1280}]						32 seconds
42	TghaNeLCf74	#Shorts / [와글와글] '다 막아줄 테다' 거미손 로봇 골키퍼 (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/TghaNeLCf74/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLAZgeX8mtTF3lHDpp-wh-oXb_KwSw', 'width': 405, 'height': 720}]	7300	[{'url': 'https://i.ytimg.com/vi/TghaNeLCf74/frame0.jpg', 'width': 720, 'height': 1280}]						57 seconds
43	HzGtM-m2ymI	#Shorts / [이 시각 세계] 영국 백화점, 페인트 공격 받아 (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/HzGtM-m2ymI/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLCEiMqE8ApDjALE_D3j7XTSeSMqXw', 'width': 405, 'height': 720}]	9600	[{'url': 'https://i.ytimg.com/vi/HzGtM-m2ymI/frame0.jpg', 'width': 720, 'height': 1280}]						24 seconds
44	2xEpQkW7mqY	#Shorts / [문화연예 플러스] BTS 진, 콜드플레이 콘서트서 첫 솔로 공연 (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/2xEpQkW7mqY/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDTuJ0FE2X9NKXruX0oZvIuwPBWXA', 'width': 405, 'height': 720}]	9600	[{'url': 'https://i.ytimg.com/vi/2xEpQkW7mqY/frame0.jpg', 'width': 720, 'height': 1280}]						28 seconds
45	uvq_HSOXGQs	#Shorts / [와글와글] 엄마도 옆에 있는데‥대낮에 초등학생 납치 (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/uvq_HSOXGQs/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLA0OPcRtIbTyMCknxuiSYXZG2FULw', 'width': 405, 'height': 720}]	17000	[{'url': 'https://i.ytimg.com/vi/uvq_HSOXGQs/frame0.jpg', 'width': 720, 'height': 1280}]						39 seconds
46	NJ4KfLN1ji4	#Shorts / [문화연예 플러스] 박진영 '그루브 백' 댄스로 K팝 팬들 '들썩' (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/NJ4KfLN1ji4/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBIbuVF1olxcQUD9hjei7_hwmTpcw', 'width': 405, 'height': 720}]	7200	[{'url': 'https://i.ytimg.com/vi/NJ4KfLN1ji4/frame0.jpg', 'width': 720, 'height': 1280}]						53 seconds
47	RB6zJ7DmFrI	#Shorts / [이 시각 세계] 튀르키예, 3개월 연속 금리 낮춰 (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/RB6zJ7DmFrI/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDbcmAUIU7FTWQSTE_3mN5PPF9y9Q', 'width': 405, 'height': 720}]	4400	[{'url': 'https://i.ytimg.com/vi/RB6zJ7DmFrI/frame0.jpg', 'width': 720, 'height': 1280}]						29 seconds
0	Jl3Yx5bDvsU	#Shorts / [이 시각 세계] 미국 고속도로에서 60중 추돌 사고 (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/Jl3Yx5bDvsU/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLAK3R3uUL_UwfduEoAwhebSTjZUYA', 'width': 405, 'height': 720}]	10000	[{'url': 'https://i.ytimg.com/vi/Jl3Yx5bDvsU/frame0.jpg', 'width': 720, 'height': 1280}]		False				20 seconds
1	gHMpZOZQ4_A	#Shorts / [와글와글] 팔순 잔치 주인공이 누구길래‥부산 경찰 긴장 (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/gHMpZOZQ4_A/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLB0X_zMbou2ikxIPlnUEcQSgoMi2w', 'width': 405, 'height': 720}]	9100	[{'url': 'https://i.ytimg.com/vi/gHMpZOZQ4_A/frame0.jpg', 'width': 720, 'height': 1280}]		False				48 seconds
2	R2vnXLd4xU4	#Shorts / 영국 트러스 총리 44일 만에 사임‥최단명 불명예 (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/R2vnXLd4xU4/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDqi2iE9xek4eQwL-PtVXNL7kcRmw', 'width': 405, 'height': 720}]	6000	[{'url': 'https://i.ytimg.com/vi/R2vnXLd4xU4/frame0.jpg', 'width': 720, 'height': 1280}]		False				59 seconds
3	Qb_QS2I25_8	#Shorts / 엔·달러 150엔 돌파‥아시아 외환시장 불안 확산 (2022.10.21/뉴스투데이/MBC)	[{'url': 'https://i.ytimg.com/vi/Qb_QS2I25_8/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDTt6-rXI6kzXEIpjquNHXonWLLtQ', 'width': 405, 'height': 720}]	4000	[{'url': 'https://i.ytimg.com/vi/Qb_QS2I25_8/frame0.jpg', 'width': 720, 'height': 1280}]		False				57 seconds
4	X58gKOsxURo	#Shorts / 푸틴, 우크라 점령지에 계엄령‥'총력전' 이후에도 밀리면? (2022.10.20/뉴스데스크/MBC)	[{'url': 'https://i.ytimg.com/vi/X58gKOsxURo/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLDEgKwsg2MfDCdxIkJ8LGv16Dyo1A', 'width': 405, 'height': 720}]	7800	[{'url': 'https://i.ytimg.com/vi/X58gKOsxURo/frame0.jpg', 'width': 720, 'height': 1280}]		False				59 seconds
5	lqLnJrhWHfM	#Shorts / [집중취재M] 지붕·철길·주차장·옥상‥태양광이 환영받는 자리 (2022.10.20/뉴스데스크/MBC)	[{'url': 'https://i.ytimg.com/vi/lqLnJrhWHfM/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBw3gSe4zprpecV2pZo7P_RoHqvow', 'width': 405, 'height': 720}]	5100	[{'url': 'https://i.ytimg.com/vi/lqLnJrhWHfM/frame0.jpg', 'width': 720, 'height': 1280}]		False				57 seconds
6	kvGmBX_gSIY	#Shorts / SPC 브랜드가 이렇게 많았나? 28개 브랜드 불매운동 확산 (2022.10.20/뉴스데스크/MBC)	[{'url': 'https://i.ytimg.com/vi/kvGmBX_gSIY/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLAJjXyD8VC9Cossoxv5q4QQsiFD6A', 'width': 405, 'height': 720}]	9500	[{'url': 'https://i.ytimg.com/vi/kvGmBX_gSIY/frame0.jpg', 'width': 720, 'height': 1280}]		False				58 seconds
7	MX0oCxsWYZk	"#Shorts / 투자자금 대이동 ""요즘 부자들 자산의 절반은 채권으로"" (2022.10.20/뉴스데스크/MBC)"	[{'url': 'https://i.ytimg.com/vi/MX0oCxsWYZk/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLBA_kXcJRStzCa6K-lHVk6k0QyFFw', 'width': 405, 'height': 720}]	3500	[{'url': 'https://i.ytimg.com/vi/MX0oCxsWYZk/frame0.jpg', 'width': 720, 'height': 1280}]		False				55 seconds
8	fwLO5aNaE7w	#Shorts / '사망사고' SPC 계열사 공장 압수수색‥대표이사 입건 (2022.10.20/뉴스데스크/MBC)	[{'url': 'https://i.ytimg.com/vi/fwLO5aNaE7w/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLCcMb47gG1AXhOCxEBUxfD6xjz1rg', 'width': 405, 'height': 720}]	2500	[{'url': 'https://i.ytimg.com/vi/fwLO5aNaE7w/frame0.jpg', 'width': 720, 'height': 1280}]		False				50 seconds
9	MnuSM89Bnh0	#Shorts / [날씨] 이어지는 맑은 날씨에 대기 건조‥밤에는 미세먼지 농도↑ (2022.10.20/뉴스외전/MBC)	[{'url': 'https://i.ytimg.com/vi/MnuSM89Bnh0/hq720_2.jpg?sqp=-oaymwEkCJUDENAFSFryq4qpAxYIARUAAAAAJQAAyEI9AICiQ3gB0AEB&rs=AOn4CLB0tvL5BOKebaA00dfqhaZZQ0chww', 'width': 405, 'height': 720}]	2700	[{'url': 'https://i.ytimg.com/vi/MnuSM89Bnh0/frame0.jpg', 'width': 720, 'height': 1280}]		False				55 seconds
